Z	charge	l	mult	delta	grade	source	B	witness	bound
83	54	1	3	0.21609	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	54	2	3	0.15032	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	54	3	3	0.20861	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	54	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	54	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	54	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	54	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	55	0	2	0.30255	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	55	1	2	0.21002	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	55	2	2	0.14579	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	55	3	2	0.20208	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	55	4	2	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	55	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	55	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	55	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	55	0	4	0.30255	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	55	1	4	0.21002	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	55	2	4	0.14579	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	55	3	4	0.20208	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	55	4	4	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	55	5	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	55	6	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	55	7	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	56	0	3	0.29461	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	56	1	3	0.20406	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	56	2	3	0.14134	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	56	3	3	0.19566	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	56	4	3	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	56	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	56	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	56	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	56	0	5	0.29461	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	56	1	5	0.20406	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	56	2	5	0.14134	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	56	3	5	0.19566	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	56	4	5	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	56	5	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	56	6	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	56	7	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	57	0	4	0.28681	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	57	1	4	0.19821	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	57	2	4	0.13698	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	57	3	4	0.18936	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	57	4	4	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	57	5	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	57	6	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	57	7	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	57	0	6	0.28681	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	57	1	6	0.19821	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	57	2	6	0.13698	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	57	3	6	0.18936	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	57	4	6	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	57	5	6	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	57	6	6	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	57	7	6	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	58	0	5	0.27913	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	58	1	5	0.19245	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	58	2	5	0.13268	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	58	3	5	0.18315	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	58	4	5	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	58	5	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	58	6	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	58	7	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	58	0	7	0.27913	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	58	1	7	0.19245	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	58	2	7	0.13268	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	58	3	7	0.18315	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	58	4	7	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	58	5	7	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	58	6	7	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	58	7	7	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	59	0	4	0.27157	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	59	1	4	0.18678	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	59	2	4	0.12846	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	59	3	4	0.17704	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	59	4	4	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	59	5	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	59	6	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	59	7	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	59	0	6	0.27157	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	59	1	6	0.18678	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	59	2	6	0.12846	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	59	3	6	0.17704	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	59	4	6	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	59	5	6	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	59	6	6	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	59	7	6	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	60	0	3	0.26411	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	60	1	3	0.18118	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	60	2	3	0.1243	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	60	3	3	0.171	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	60	4	3	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	60	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	60	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	60	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	60	0	5	0.26411	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	60	1	5	0.18118	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	60	2	5	0.1243	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	60	3	5	0.171	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	60	4	5	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	60	5	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	60	6	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	60	7	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	61	0	2	0.25674	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	61	1	2	0.17566	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	61	2	2	0.12019	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	61	3	2	0.16504	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	61	4	2	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	61	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	61	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	61	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	61	0	4	0.25674	computed	the channel equation	4	unwitnessed	open-shell core, 16 parents
83	61	1	4	0.17566	computed	the channel equation	2	unwitnessed	open-shell core, 16 parents
83	61	2	4	0.12019	computed	the channel equation	1	unwitnessed	open-shell core, 16 parents
83	61	3	4	0.16504	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	61	4	4	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 16 parents
83	61	5	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	61	6	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	61	7	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	62	0	1	0.24944	computed	the channel equation	4	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	62	1	1	0.1702	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	62	2	1	0.11613	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	62	3	1	0.15913	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	62	4	1	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	62	5	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	62	6	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	62	7	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	62	0	3	0.24944	computed	the channel equation	4	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	62	1	3	0.1702	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	62	2	3	0.11613	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	62	3	3	0.15913	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	62	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	62	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	62	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	62	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	63	0	2	0.24222	computed	the channel equation	4	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	63	1	2	0.16479	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	63	2	2	0.15328	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	63	3	2	0.15328	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	63	4	2	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	63	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	63	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	63	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	64	0	1	0.23505	computed	the channel equation	4	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	64	1	1	0.15942	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	64	2	1	0.14747	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	64	3	1	0.14747	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	64	4	1	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	64	5	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	64	6	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	64	7	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	64	0	3	0.23505	computed	the channel equation	4	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	64	1	3	0.15942	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	64	2	3	0.14747	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	64	3	3	0.14747	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	64	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	64	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	64	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	64	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	65	0	2	0.19374	computed	the channel equation	3	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	65	1	2	0.15409	computed	the channel equation	2	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	65	2	2	0.14169	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	65	3	2	0.14169	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	65	4	2	0.0	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	65	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	65	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	65	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	66	0	1	0.18744	computed	the channel equation	3	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	66	1	1	0.14879	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	66	2	1	0.13593	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	66	3	1	0.13593	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	66	4	1	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	66	5	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	66	6	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	66	7	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	66	0	3	0.18744	computed	the channel equation	3	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	66	1	3	0.14879	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	66	2	3	0.13593	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	66	3	3	0.13593	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	66	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	66	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	66	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	66	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	67	0	2	0.18116	computed	the channel equation	3	unwitnessed	open-shell core, 3 parents
83	67	1	2	0.1435	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
83	67	2	2	0.13018	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	67	3	2	0.13018	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	67	4	2	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	67	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	67	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	67	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	67	0	4	0.18116	computed	the channel equation	3	unwitnessed	open-shell core, 3 parents
83	67	1	4	0.1435	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
83	67	2	4	0.13018	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	67	3	4	0.13018	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	67	4	4	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	67	5	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	67	6	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	67	7	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	68	0	3	0.17487	computed	the channel equation	3	unwitnessed	open-shell core, 3 parents
83	68	1	3	0.13821	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
83	68	2	3	0.12442	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	68	3	3	0.12442	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	68	4	3	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	68	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	68	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	68	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	68	0	5	0.17487	computed	the channel equation	3	unwitnessed	open-shell core, 3 parents
83	68	1	5	0.13821	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
83	68	2	5	0.12442	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	68	3	5	0.12442	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	68	4	5	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	68	5	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	68	6	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	68	7	5	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	69	0	2	0.16856	computed	the channel equation	3	unwitnessed	open-shell core, 3 parents
83	69	1	2	0.13292	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
83	69	2	2	0.11864	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	69	3	2	0.11864	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	69	4	2	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	69	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	69	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	69	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	69	0	4	0.16856	computed	the channel equation	3	unwitnessed	open-shell core, 3 parents
83	69	1	4	0.13292	computed	the channel equation	2	unwitnessed	open-shell core, 3 parents
83	69	2	4	0.11864	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	69	3	4	0.11864	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	69	4	4	0.0	computed	the channel equation	0	unwitnessed	open-shell core, 3 parents
83	69	5	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	69	6	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	69	7	4	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	70	0	1	0.16222	computed	the channel equation	3	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	70	1	1	0.1276	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	70	2	1	0.11283	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	70	3	1	0.11283	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	70	4	1	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	70	5	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	70	6	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	70	7	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	70	0	3	0.16222	computed	the channel equation	3	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	70	1	3	0.1276	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	70	2	3	0.11283	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	70	3	3	0.11283	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	70	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	70	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	70	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	70	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	71	0	2	0.15583	computed	the channel equation	3	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	71	1	2	0.08071	computed	the channel equation	1	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	71	2	2	0.10695	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	71	3	2	0.10695	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	71	4	2	0.0	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	71	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	71	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	71	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	72	0	1	0.14936	computed	the channel equation	3	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	72	1	1	0.07675	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	72	2	1	0.101	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	72	3	1	0.101	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	72	4	1	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	72	5	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	72	6	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	72	7	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	72	0	3	0.14936	computed	the channel equation	3	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	72	1	3	0.07675	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	72	2	3	0.101	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	72	3	3	0.101	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	72	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	72	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	72	6	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	72	7	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	73	0	2	0.11132	computed	the channel equation	2	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	73	1	2	0.07274	computed	the channel equation	1	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	73	2	2	0.09493	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	73	3	2	0.09493	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	73	4	2	0.0	computed	the channel equation	0	unwitnessed	no analysis located at this charge (NOT a bound on existence)
83	73	5	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	73	6	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	73	7	2	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	74	0	1	0.10572	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	74	1	1	0.06867	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	74	2	1	0.08872	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	74	3	1	0.08872	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	74	4	1	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	74	5	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	74	6	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	74	7	1	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
83	74	0	3	0.10572	computed	the channel equation	2	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	74	1	3	0.06867	computed	the channel equation	1	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	74	2	3	0.08872	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	74	3	3	0.08872	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	74	4	3	0.0	computed	the channel equation	0	unwitnessed	not keyable: no single 2S+1 (hole+electron or multi-valence)
83	74	5	3	0.0	computed	the channel equation	0	unwitnessed	series unresolved above ng in any published analysis
