id	class	member	line	item	detail
1005	C8-NAMED-STATEMENT	all	0	reduction rule	sites=1 in pc | bold/heading statement in main: NO
1006	C8-NAMED-STATEMENT	all	0	two hodge-pair sequences bound	sites=1 in ioi | bold/heading statement in main: NO
1007	C8-NAMED-STATEMENT	all	0	only bound	sites=1 in ioi | bold/heading statement in main: yes
1008	C8-NAMED-STATEMENT	all	0	one rule	sites=1 in ioi | bold/heading statement in main: yes
1009	C8-NAMED-STATEMENT	all	0	angular-momentum bound	sites=1 in ioi | bold/heading statement in main: NO
1010	C8-NAMED-STATEMENT	all	0	agreement theorem	sites=1 in ioi | bold/heading statement in main: NO
1011	C8-NAMED-STATEMENT	all	0	footprint of a law	sites=1 in ioi | bold/heading statement in main: NO
1012	C8-NAMED-STATEMENT	all	0	more tightly bound	sites=1 in sc | bold/heading statement in main: NO
1013	C9-OVERGENERALISATION-WORD	main	38	never	quantities the method never uses were loud immediately. **The object found the error because it carried
1014	C9-OVERGENERALISATION-WORD	main	45	never	which produced "almost never reorderable", which produced a false dismissal of an entire line of
1015	C9-OVERGENERALISATION-WORD	main	188	never	only along a second route. **And what closure never gives at any price is that the coordinates refer
1016	C9-OVERGENERALISATION-WORD	main	275	always	P    the path is always through the bounds                            following a bound costs 1/N of searching   §18.4,
1017	C9-OVERGENERALISATION-WORD	main	279	always	**Three of these were corrected by the act of formalising them.** P7 was stated as though the open-item count decreases; it does not — across this work it ran 5 → 4 → 3 → 4 → 3 → 7 → 3 → 3. Closure re
1018	C9-OVERGENERALISATION-WORD	main	294	never	never failed. It was adopted rather than learned**, and §5's table is extended accordingly.
1019	C9-OVERGENERALISATION-WORD	main	320	never	**P7's well-founded measure, which this book demanded and never supplied, is already computed in
1020	C9-OVERGENERALISATION-WORD	main	349	always	| **P4** | always audit results |
1021	C9-OVERGENERALISATION-WORD	main	350	always	| **P5** | always compute the result before assuming the result |
1022	C9-OVERGENERALISATION-WORD	main	388	never	**Λ has had E = 0 since Chapter 7 and has never had Q = ∅.** Whether *V* depends on the order of the bracket, what the Aitken bias generalises to, whether a higher-order bracket exists — **each was ad
1023	C9-OVERGENERALISATION-WORD	main	402	always	| **monotone two-variable bounds** | tree factorisation | **always** | one pass |
1024	C9-OVERGENERALISATION-WORD	main	403	always	| **polynomial relations** | Gröbner basis | **always**, by Hilbert | finite; doubly exponential worst case |
1025	C9-OVERGENERALISATION-WORD	main	405	never	| **full arithmetic** | — | **never** — Gödel | — |
1026	C9-OVERGENERALISATION-WORD	main	467	never	and never against invention — which is why ⅅ_phys must reach outside the index, and why Chapter
1027	C9-OVERGENERALISATION-WORD	main	603	never	never certifies ρ = 0.
1028	C9-OVERGENERALISATION-WORD	main	618	never	No third state. A quantity is admissible or it is refused; it is never silently defaulted.
1029	C9-OVERGENERALISATION-WORD	main	895	never	are cited from the body only as wholes and never at section level, calls it a navigability defect,
1030	C9-OVERGENERALISATION-WORD	main	938	never	once with the element criterion in view and never with both. Register 232 declines the promotion and
1031	C9-OVERGENERALISATION-WORD	main	950	never	edit is a *permutation or an insertion*, never a rewrite: existing text is moved, not retyped,
1032	C9-OVERGENERALISATION-WORD	main	985	never	retried; a step that has succeeded is never recomputed.
1033	C9-OVERGENERALISATION-WORD	main	1154	always	envelopes are recoverable from its cells, so an expression always exists — and
1034	C9-OVERGENERALISATION-WORD	main	1180	never	almost never be traced to what it corrected.
1035	C9-OVERGENERALISATION-WORD	main	1244	never	size in the same sentence as the result, and never let a sampled figure stand where an exhaustive one
1036	C9-OVERGENERALISATION-WORD	main	1347	never	does not print.** E(audits), then 17, rested on coordinates that were never printed; dim(hierarchy) = 2
1037	C9-OVERGENERALISATION-WORD	main	1348	never	rested on precedences that were never printed. Both were correct and neither was checkable.
1038	C9-OVERGENERALISATION-WORD	main	1361	never	the input exists in the text.** A result whose input was never printed passes every one of them,
1039	C9-OVERGENERALISATION-WORD	main	1408	never	**And three of the twenty-one have never fired, which §4.6 says is not the same as passing.** A check
1040	C9-OVERGENERALISATION-WORD	main	1423	never	being wrong. **An audit that has never returned a failure is indistinguishable from one that
1041	C9-OVERGENERALISATION-WORD	main	1454	never	4.8   **a reading the source never made** — an assumption is the reader's until the source states it
1042	C9-OVERGENERALISATION-WORD	main	1468	never	never defined them. Register 655.*
1043	C9-OVERGENERALISATION-WORD	main	1509	never	coordinate values — has three realisations and no register entry, because **it was never learned
1044	C9-OVERGENERALISATION-WORD	main	1664	never	above is a thing indexed. Time is not — §F.4.3 records that a date must never enter Λ, since a
1045	C9-OVERGENERALISATION-WORD	main	1668	never	What makes it a subject rather than a metaphor is that it is measured. **Occupancy never rises along
1046	C9-OVERGENERALISATION-WORD	main	1704	always	That matters because a closure defect measured once can always be blamed on the boundary. **Here the
1047	C9-OVERGENERALISATION-WORD	main	1721	always	Non-closure is not always a fault. It is sometimes a purchase — usability bought with definitional self-sufficiency. What this book supplies is the price tag, not the verdict.
1048	C9-OVERGENERALISATION-WORD	main	1813	never	The convention was in force from the first page and had never been written down: 84 paragraphs carry a
1049	C9-OVERGENERALISATION-WORD	main	1921	never	The eight-coordinate construction gives dim ≤ 8 for free; the eighth is never spent.
1050	C9-OVERGENERALISATION-WORD	main	2132	always	seven bits live in the twenty implications, which is where redundancy always lives in a closed index.
1051	C9-OVERGENERALISATION-WORD	main	2143	always	*close always in one pass*, where full arithmetic never closes by Gödel. Closing in one pass is
1052	C9-OVERGENERALISATION-WORD	main	2143	never	*close always in one pass*, where full arithmetic never closes by Gödel. Closing in one pass is
1053	C9-OVERGENERALISATION-WORD	main	2257	never	Three structural facts, proved separately in this book and never combined:
1054	C9-OVERGENERALISATION-WORD	main	2276	never	rank 1 — 5 against 4 — and never rejoin. A rank polynomial is palindromic if and only if the poset is self-dual, so this
1055	C9-OVERGENERALISATION-WORD	main	2302	never	constraints couple ℓ to n and f to e, the vanishing factors never appear free, and a residue
1056	C9-OVERGENERALISATION-WORD	main	2320	never	**The sign structure is bipartite**, and a bipartite structure can never produce an odd number of orientation reversals. Verified exhaustively: **zero reversing loops among all cycles of length 3 to 5
1057	C9-OVERGENERALISATION-WORD	main	2494	never	That was never a closure defect — ℛ cannot see a coordinate that was never supplied. It was an axis
1058	C9-OVERGENERALISATION-WORD	main	2494	never	That was never a closure defect — ℛ cannot see a coordinate that was never supplied. It was an axis
1059	C9-OVERGENERALISATION-WORD	main	2586	never	**Occupancy never rises.** Take the source signature (n, ℓ, k, 2S) and the target (e, f, g, 2S′) as
1060	C9-OVERGENERALISATION-WORD	main	2664	never	temporal structure survives as a *restriction*: the maximal sub-index on which a weight never rises is
1061	C9-OVERGENERALISATION-WORD	main	2683	never	The structural content of q was never stated: computed on the constraint graph, **q is the unique cut
1062	C9-OVERGENERALISATION-WORD	main	2733	never	propagation of Chapter 15 all use it; §7.1 records treeness as a fact about Λ and never as a
1063	C9-OVERGENERALISATION-WORD	main	2734	never	condition. **A hypothesis that is never stated cannot be checked, and the counterexample has been
1064	C9-OVERGENERALISATION-WORD	main	2865	never	complete when it was written and never said why. Register 408.
1065	C9-OVERGENERALISATION-WORD	main	2872	never	**The future is never a value.** Of **97** (past, present) pairs, **none determines a single future** —
1066	C9-OVERGENERALISATION-WORD	main	2951	never	never spends.
1067	C9-OVERGENERALISATION-WORD	main	2991	never	axis — §32.1.4 shows ℛ never produces a coordinate — but it can bound the *direction*: an object that
1068	C9-OVERGENERALISATION-WORD	main	3061	never	coordinates and were never themselves defined, which is the failure S1 exists to prevent. They are
1069	C9-OVERGENERALISATION-WORD	main	3090	always	64.4 — at the caps of §7.4 and cap-dependent as always. Every bound is §14.4-admissible; every stage is closed — exhaustively to
1070	C9-OVERGENERALISATION-WORD	main	3107	never	**Every stage closed exhaustively, by the book's own theorem.** The upper tower was never
1071	C9-OVERGENERALISATION-WORD	main	3122	never	does not contain. **The instrument was in the book from Chapter 14 onward and was never turned on the
1072	C9-OVERGENERALISATION-WORD	main	3129	at every cap	cells, defect zero at every cap. The shape is not an artefact of the book's caps.
1073	C9-OVERGENERALISATION-WORD	main	3453	never	states for brackets: presume the next bracket from the law that generates the widths, never from the
1074	C9-OVERGENERALISATION-WORD	main	3489	at every cap	Remove the one cell nature forbids, J = 0 ↛ 0, and closure fails by exactly four meets at every cap
1075	C9-OVERGENERALISATION-WORD	main	3615	every configuration	**The exact J multiset is identical in all four schemes, in every configuration tested.**
1076	C9-OVERGENERALISATION-WORD	main	3652	never	**Chapter 7 introduces both ends and never says the pair is the object.** The shape says it: |Λ| = Σ_q |A_q| · |B_q|, and there is no factorisation that does not pass through the transfer.
1077	C9-OVERGENERALISATION-WORD	main	3800	never	**This book already cites Helly and has never cited Carathéodory**, which is the second bibliography
1078	C9-OVERGENERALISATION-WORD	main	3960	never	identity — the tight-pair count is exactly 2S** — which never depended on a seed measurement.
1079	C9-OVERGENERALISATION-WORD	main	3980	at every cap	**zero at every cap setting from 216 cells to 1,636, and zero at Λ₉.** No cell is
1080	C9-OVERGENERALISATION-WORD	main	4189	never	were. **The chain settled what they are and never went back to record it.** Named:
1081	C9-OVERGENERALISATION-WORD	main	4218	never	citation present and never checked against what it cites — and checking is a search.**
1082	C9-OVERGENERALISATION-WORD	main	4245	never	### 14.6.6 Two of the violation six were never blocked, and §10.1 speaks a retired language
1083	C9-OVERGENERALISATION-WORD	main	4292	always	therefore expressible, and the expression is always already present in what it prints.** Stating it
1084	C9-OVERGENERALISATION-WORD	main	4320	never	**Cost Σᵢ|Aᵢ|!, never the product ∏ᵢ|Aᵢ|!.**
1085	C9-OVERGENERALISATION-WORD	main	4382	never	method never uses was not.
1086	C9-OVERGENERALISATION-WORD	main	4385	never	Referee flag 5 says the tripwire has never run on anyone else's data. The reply is that **the data
1087	C9-OVERGENERALISATION-WORD	main	4466	never	Totality does not detect that error. It forbids it. The computation never ran.
1088	C9-OVERGENERALISATION-WORD	main	4468	never	**Worked case, the other way.** A guard in the author's code returned `None` when an alphabet exceeded a cap, and the caller coerced `None` to `False`. That produced "3 reorderable of 85 trials," whic
1089	C9-OVERGENERALISATION-WORD	main	4473	never	ⅅ ≥ 1 cannot catch that. Every relation checks out on data that was never measured. Only totality
1090	C9-OVERGENERALISATION-WORD	main	4519	never	with. ⅅ_ref cannot see it: if no theorem names the term, the pair never enters the table.
1091	C9-OVERGENERALISATION-WORD	main	4540	never	forbids one — adjunction never repairs. It is read off.
1092	C9-OVERGENERALISATION-WORD	main	4549	never	occupied of thirty-eight, E = 11.** One term with no referent, eight named and never checked, nine
1093	C9-OVERGENERALISATION-WORD	main	4568	never	necessarily and permanently, because search is one route and can never be two.
1094	C9-OVERGENERALISATION-WORD	main	4621	never	— run once, on one example, and never named as one.
1095	C9-OVERGENERALISATION-WORD	main	4666	never	the same object, so it can never be short of an answer and never give one that contradicts itself.
1096	C9-OVERGENERALISATION-WORD	main	4666	never	the same object, so it can never be short of an answer and never give one that contradicts itself.
1097	C9-OVERGENERALISATION-WORD	main	4681	never	**The index never believed the lie. It was never consulted.** Replacement is not a question put to an index; **it is an act performed on it by whoever holds it.**
1098	C9-OVERGENERALISATION-WORD	main	4681	never	**The index never believed the lie. It was never consulted.** Replacement is not a question put to an index; **it is an act performed on it by whoever holds it.**
1099	C9-OVERGENERALISATION-WORD	main	4697	never	Insertion is never free. Adding one cell forces the closure to admit a median of 340 more — minimum
1100	C9-OVERGENERALISATION-WORD	main	4703	always	**Substitution gains nothing.** Deletions are always repaired, so C(Λ − *x* + *y*) = C(Λ + *y*) identically — **0 of 300 random swaps and 0 of 1,600 targeted swaps evaded detection.**
1101	C9-OVERGENERALISATION-WORD	main	4707	always	| delete | **repaired, always** |
1102	C9-OVERGENERALISATION-WORD	main	4708	always	| insert one | **amplifies, always** — minimum 59 |
1103	C9-OVERGENERALISATION-WORD	main	4756	at every cap	at every cap tested. So zero is unreachable by construction, not by luck.
1104	C9-OVERGENERALISATION-WORD	main	4811	never	Theorem 17.1 (adjunction never repairs). For any h : S → H, with S′ = {(x, h(x))}: S′ closed ⇒ S
1105	C9-OVERGENERALISATION-WORD	main	4871	never	**Meet never breaks it.** For monotone *h* with *h*(*x*), *h*(*y*) ≤ *q*, *x*∧*y* ≤ *x* gives *h*(*x*∧*y*) ≤ *q* at once. **Only the join can break it**, and it does so when the join raises *h* above 
1106	C9-OVERGENERALISATION-WORD	main	5013	never	was never given a test a candidate had to pass. The law was therefore confirmed by naming something
1107	C9-OVERGENERALISATION-WORD	main	5041	never	**The realiser is exhibited, never found. What is falsifiable is the exhibition.**
1108	C9-OVERGENERALISATION-WORD	main	5053	always	does close, something in it is doing ℛ's work, and that something can always be pointed at.
1109	C9-OVERGENERALISATION-WORD	main	5072	always	property discovered in an object, when it is always a property of an object *plus* the structure
1110	C9-OVERGENERALISATION-WORD	main	5134	never	the index's own extent                     3   never    **0 — universal**
1111	C9-OVERGENERALISATION-WORD	main	5140	in every case	extent gives an envelope in every case tested, including the drawn nuclide band, whose drip lines are
1112	C9-OVERGENERALISATION-WORD	main	5145	never	gives its envelope and never its law.**
1113	C9-OVERGENERALISATION-WORD	main	5162	never	never where it will be. One asymmetry: φ = min(a,b) closes with zero failures, which is the restricted
1114	C9-OVERGENERALISATION-WORD	main	5225	never	smallest: determined by two others and by neither alone. **The book's own Q has never been empty**,
1115	C9-OVERGENERALISATION-WORD	main	5270	at every cap	**The envelope is a closed index at every cap. The exact set is meet-closed at every cap and joins
1116	C9-OVERGENERALISATION-WORD	main	5270	at every cap	**The envelope is a closed index at every cap. The exact set is meet-closed at every cap and joins
1117	C9-OVERGENERALISATION-WORD	main	5280	at every cap	strictly smaller than the hand-built chain at n ≥ 4. **It is equal, at every cap tested** — the path of
1118	C9-OVERGENERALISATION-WORD	main	5330	never	**The bibliography, indexed on era, retrieval redundancy ρ, access and depth of entry, holds twenty-two sources over seven cells and admits six it does not carry.** Under exhaustive relabelling E fall
1119	C9-OVERGENERALISATION-WORD	main	5333	never	because a bibliography is never closed — E(search) > 0 always, by §29.1,
1120	C9-OVERGENERALISATION-WORD	main	5333	always	because a bibliography is never closed — E(search) > 0 always, by §29.1,
1121	C9-OVERGENERALISATION-WORD	main	5371	never	**Which is why the bracket must be handed two measured neighbours before it can say anything at all.** It is not extracting a prediction from the lattice. **It is carrying a constraint between two mea
1122	C9-OVERGENERALISATION-WORD	main	5494	never	the forty-nine cells in the table above were never tried, and ρ recorded them at the same value as
1123	C9-OVERGENERALISATION-WORD	main	5539	never	empty* and *never tried* take the same ρ, and §19.5 drew a law from their union.
1124	C9-OVERGENERALISATION-WORD	main	5572	never	carries no closure mechanism at all, which is why §29's precedent question can be bounded and never
1125	C9-OVERGENERALISATION-WORD	main	5574	never	languages never have to produce.
1126	C9-OVERGENERALISATION-WORD	main	5606	never	Eight results in this book have the same shape and have never been put beside one another.
1127	C9-OVERGENERALISATION-WORD	main	5639	never	carried through thirteen coordinates and never grounded.
1128	C9-OVERGENERALISATION-WORD	main	5704	never	the one place in this work where ℛ has never been the right operator.
1129	C9-OVERGENERALISATION-WORD	main	5892	always	WITH coordinates**, and a relabelling into a rectangle is always available.
1130	C9-OVERGENERALISATION-WORD	main	5903	never	its count is composite — so the question is never *what is E* but **who fixed the coordinates**.
1131	C9-OVERGENERALISATION-WORD	main	5920	never	value because the object is the thing for which that value never varies.**
1132	C9-OVERGENERALISATION-WORD	main	6019	never	interior bracket bounds a state the index never saw.
1133	C9-OVERGENERALISATION-WORD	main	6032	never	**Presume the next bracket from the law that generates the widths, never from the pattern the
1134	C9-OVERGENERALISATION-WORD	main	6168	never	quantity, needs the limit, and the energy bound is never better than the limit is known.
1135	C9-OVERGENERALISATION-WORD	main	6213	always	The deductive interval is always more than twice the error of the crudest possible point
1136	C9-OVERGENERALISATION-WORD	main	6346	in every case	**λ is the Newton decrement**, introduced by Nesterov and Nemirovskii (1994) for interior-point methods and standard in convex optimisation since. In one dimension λ² = *f*′²/*f*″, and ½λ² is *exactly
1137	C9-OVERGENERALISATION-WORD	main	6536	never	**An index does not see *a* refusal. It sees a family**, and the spacing of the refusals across it is what separates these. §16.7.1 makes the same move for a different pair: the discriminating questio
1138	C9-OVERGENERALISATION-WORD	main	6571	never	Better data raises k\. It never creates an interior peak. The optimum is the admissibility cap,
1139	C9-OVERGENERALISATION-WORD	main	6679	never	**An electron with six units of angular momentum never reaches the 1s core.**
1140	C9-OVERGENERALISATION-WORD	main	6695	never	2.50, 1.41, 0.856, 0.446 and 0.159 in units of 10⁻⁵ — monotone across six orders of magnitude, and never
1141	C9-OVERGENERALISATION-WORD	main	6702	never	**And the ionisation limit came out of the data.** Minimising the δ spread over the *n*g channel — six members, scanned at 0.001 cm⁻¹ — gives **438,908.871 cm⁻¹** against the tabulated 438,908.885 — *
1142	C9-OVERGENERALISATION-WORD	main	6806	never	not, for the reason above. **The book has never counted the three.** Nothing in the method prevents
1143	C9-OVERGENERALISATION-WORD	main	6808	never	mark is a lookup, not a computation — but the classification was never carried into the collection,
1144	C9-OVERGENERALISATION-WORD	main	6884	always	Interior members need not be fetched. The ends always must — and the neutral is always
1145	C9-OVERGENERALISATION-WORD	main	6884	always	Interior members need not be fetched. The ends always must — and the neutral is always
1146	C9-OVERGENERALISATION-WORD	main	6891	never	### 25.1 A method that has never failed has not been tested
1147	C9-OVERGENERALISATION-WORD	main	6954	never	### 25.4 Why the collection never enters the failure regime
1148	C9-OVERGENERALISATION-WORD	main	7271	never	Prop. 23.1: V > 2 ⟺ log₂V > 1. A guarantee never costs less than one bit, and a Rydberg
1149	C9-OVERGENERALISATION-WORD	main	7278	never	precision surrendered for certainty. Proposition 23.1's floor V > 2 becomes the statement that a guarantee never costs
1150	C9-OVERGENERALISATION-WORD	main	7286	always	the floor, Prop. 23.1          V > 2 always                          slack in an inference can never reach 1
1151	C9-OVERGENERALISATION-WORD	main	7286	never	the floor, Prop. 23.1          V > 2 always                          slack in an inference can never reach 1
1152	C9-OVERGENERALISATION-WORD	main	7291	always	bracket always has slack, and can therefore never be as narrow as an estimate. And a
1153	C9-OVERGENERALISATION-WORD	main	7291	never	bracket always has slack, and can therefore never be as narrow as an estimate. And a
1154	C9-OVERGENERALISATION-WORD	main	7292	never	linear observable has unbounded slack, because it never turns.
1155	C9-OVERGENERALISATION-WORD	main	7364	never	The three languages were never in competition. Algebra says what a structure permits;
1156	C9-OVERGENERALISATION-WORD	main	7409	never	produced "3 of 85," which produced "almost never reorderable," which produced a false dismissal of a
1157	C9-OVERGENERALISATION-WORD	main	7418	never	• Claimed a species integrated that had never been written to the source; found by auditing the built
1158	C9-OVERGENERALISATION-WORD	main	7423	never	• Asserted "almost never reorderable" from a sampler that silently discarded most trials.
1159	C9-OVERGENERALISATION-WORD	main	7436	never	A quantity the method never used located a typing error in a level table.
1160	C9-OVERGENERALISATION-WORD	main	7471	never	totality — a refusal at entry                       3    the computation never ran
1161	C9-OVERGENERALISATION-WORD	main	7557	never	**70–71. A conclusion written past its evidence.** "The ideal collapses" under output showing it did not, and two table rows never computed.
1162	C9-OVERGENERALISATION-WORD	main	7561	never	74. "Self-consistency never defends against invention." It does. 220 of 220 single fabrications
1163	C9-OVERGENERALISATION-WORD	main	7572	never	**84–86. Three claims about closure, each contradicted by the table beside it.** "Deletion-repair fails in geometry" — the convex hull was the wrong operator. "Self-consistency never defends against i
1164	C9-OVERGENERALISATION-WORD	main	7574	never	**87–88. The index was never deceived.** Two passages described a *replaced* index as though it were the original being lied to. **Asked, Λ refuses 200 of 200. Rebuilt around them, it admits 200 of 20
1165	C9-OVERGENERALISATION-WORD	main	7642	never	correlation measured in §23.14.1 and never carried across. §31.2's, missing five, two of them computed
1166	C9-OVERGENERALISATION-WORD	main	7705	never	written before the output · a reading the source never made
1167	C9-OVERGENERALISATION-WORD	main	7708	never	never closed, and an inference drawn from a ratio that has since inverted. Read
1168	C9-OVERGENERALISATION-WORD	main	7716	never	written before the output*, which is §4.6's *test that could not fail*, already recorded and never
1169	C9-OVERGENERALISATION-WORD	main	7833	never	**And ℛ recovers a bound this book has never stated.** The operator was given the cells and not the
1170	C9-OVERGENERALISATION-WORD	main	7852	never	one to watch: a protocol built on an object the entry never names would be a protocol whose warrant
1171	C9-OVERGENERALISATION-WORD	main	7868	never	**By Chapter 16's criterion a claim is defended when two disjoint routes reach it. Novelty has one route — search — and can never have two.** More searching is more of the same route.
1172	C9-OVERGENERALISATION-WORD	main	7872	always	**And Chapter 27 supplies the second prohibition.** E(search) > 0 always: the question admits more literatures than any search enters. Nine were entered here; **nine more are named and unentered**, an
1173	C9-OVERGENERALISATION-WORD	main	7933	never	one pass; full arithmetic never closes, by Gödel; **the documentary language has no closure mechanism
1174	C9-OVERGENERALISATION-WORD	main	8077	never	Controls were never chosen in advance. The search sought targets, noted what else appeared, and afterwards called those findings controls. **Nothing was recorded as *looked for and not found* among th
1175	C9-OVERGENERALISATION-WORD	main	8145	never	one direction the method settles. It costs the book nothing it was entitled to — the book never
1176	C9-OVERGENERALISATION-WORD	main	8187	never	**What could not be reached.** Kurucz's line files are the right target — computed lines, many never
1177	C9-OVERGENERALISATION-WORD	main	8220	never	**This changes referee flag 5's status and does not answer it.** The flag said the tripwire has never
1178	C9-OVERGENERALISATION-WORD	main	8236	never	was found.** The record's citations were carrying references the book itself never
1179	C9-OVERGENERALISATION-WORD	main	8308	at every cap	at every cap setting tested; the tight two-parent form of K destroys the factorisation.
1180	C9-OVERGENERALISATION-WORD	main	8558	never	satisfiable formulas encoding as non-reorderable, never the reverse. The map X → C(X) is global,
1181	C9-OVERGENERALISATION-WORD	main	8574	never	The open problem concerns cell sets arriving with no construction. This book never has
1182	C9-OVERGENERALISATION-WORD	main	8586	never	structure admitting cells its keeper never enumerated.
1183	C9-OVERGENERALISATION-WORD	main	8662	never	on a channel, never a coordinate.
1184	C9-OVERGENERALISATION-WORD	main	8818	never	**First, the index of §32.1 is computed here, which it never was.** Harvesting every claim-bearing
1185	C9-OVERGENERALISATION-WORD	main	8843	never	missing Chapter 30 — and it has never computed E over the index §32.1 defines. The two are separated
1186	C9-OVERGENERALISATION-WORD	main	8861	never	statement, which the book has never made in one sentence: Λ is a model of indexing demonstrated on a
1187	C9-OVERGENERALISATION-WORD	main	8884	never	own misidentified species; it has never run on anyone else's data.
1188	C9-OVERGENERALISATION-WORD	main	8886	never	**6. S3 has never been tested.** §32.2 claims a reader given the claims and their evidence could
1189	C9-OVERGENERALISATION-WORD	main	8935	never	needs a spectroscopist's data the tripwire has never seen. Seven needs a file this work cannot read.
1190	C9-OVERGENERALISATION-WORD	main	8994	never	**And there is a hard boundary, which is the honest half of the answer.** E names cells; it never
1191	C9-OVERGENERALISATION-WORD	main	9163	never	§32.1–24.4 ask whether this book obeys its own law. They never ask whether it obeys its own
1192	C9-OVERGENERALISATION-WORD	main	9279	never	stale the moment the book is written into. The second never closed: its own five terms summed to
1193	C9-OVERGENERALISATION-WORD	main	9310	never	the destination coordinate of the temporal mechanisms are not open items and never will be. **They are
1194	C9-OVERGENERALISATION-WORD	main	9480	never	intermediate — it is fitted from a series and never measured. **A quantity the
1195	C9-OVERGENERALISATION-WORD	main	9582	never	three, is the only route to the nucleus, and has never been traced.*
1196	C9-OVERGENERALISATION-WORD	main	9640	never	(4) — Tc after Mo, Tb after Gd, Bk after Cm, Hg after Au. **It never resets
1197	C9-OVERGENERALISATION-WORD	main	9652	always	one never. *The observed one is always among them and never uniquely
1198	C9-OVERGENERALISATION-WORD	main	9652	never	one never. *The observed one is always among them and never uniquely
1199	C9-OVERGENERALISATION-WORD	main	9936	at every cap	Thirteen mass order-types, six checks each, 78 of 78 (register 1717; the six are named A–F in the paper's §8 audit paragraph and rerun by `tb_audit.py`, 1756). Triangle form at cap 8: 344 cells, 0 joi
1200	C9-OVERGENERALISATION-WORD	main	9944	never	**§12.11.2 supplied the shape of the answer.** The three excluded forms are read directly off the potential: U = Σ c_ij/d_ij is a sum; the Jacobi vectors are differences; the potential's minimal polyn
1201	C9-OVERGENERALISATION-WORD	main	9984	never	A.6       adjunction never repairs closure                                        §24.2, in full
1202	C9-OVERGENERALISATION-WORD	main	10128	never	cells of Λ. **It never prints the seventeen.** The alphabet was counted, its covering relations
1203	C9-OVERGENERALISATION-WORD	main	10187	never	### A.19.1 And two other sets counted but never listed
1204	C9-OVERGENERALISATION-WORD	main	10297	never	> 2Z²R/ν³ — and §25.4 argues that the collection never enters the regime where it can occur. That
1205	C9-OVERGENERALISATION-WORD	main	10365	never	admitted hundreds of cells. The reason is a precondition the book had never stated:
1206	C9-OVERGENERALISATION-WORD	main	10371	never	coordinates are all ordered — n, ℓ, k, q, e, f, g, 2S are counts — so the book never met the case.
1207	C9-OVERGENERALISATION-WORD	main	10411	never	The identity was stated in Chapter 23 and cited to Nesterov–Nemirovskii. It had never
1208	C9-OVERGENERALISATION-WORD	main	10554	never	What could not be rechecked was E = 0 itself, because the appendix printed fibre totals and never
1209	C9-OVERGENERALISATION-WORD	main	10593	never	printed tag, Theorem 17.1 is A.6, "adjunction never repairs". And a candidate whose language belongs
1210	C9-OVERGENERALISATION-WORD	main	10612	never	theorem · order                    A.6 adjunction never repairs (Theorem 17.1)         proved · exhaustive · none found
1211	C9-OVERGENERALISATION-WORD	main	10643	never	appendix never said. It says now.
1212	C9-OVERGENERALISATION-WORD	main	10655	never	for statements withdrawn after being indexed, not for statements never indexed.
1213	C9-OVERGENERALISATION-WORD	main	10744	always	RETIRED W-237: not measured at this build | slack = kernel conjecture occupies a value the coordinate has always admitted and no element had
1214	C9-OVERGENERALISATION-WORD	main	10793	never	has therefore never been tested against an occupant. Register 304.
1215	C9-OVERGENERALISATION-WORD	main	10874	never	and had never been entered here; whether it should be was the next question this appendix owed.
1216	C9-OVERGENERALISATION-WORD	main	10980	never	E.1.2, as first listed                   13   N, O and P entered, having been named and never entered
1217	C9-OVERGENERALISATION-WORD	main	11026	never	has depends = no**, which has held at every size and is the only column whose value has never changed.
1218	C9-OVERGENERALISATION-WORD	main	11042	never	the operator is bounded by the index's own value sets, so it can name a cell the index lacks and never
1219	C9-OVERGENERALISATION-WORD	main	11056	never	That is register 332 arriving where it is least comfortable — an index names cells and never
1220	C9-OVERGENERALISATION-WORD	main	11060	never	### E.1.5 The fourteenth item, the column that was never printed, and the constraint it killed
1221	C9-OVERGENERALISATION-WORD	main	11061	never	The domain column above was assigned in the code that computed E(Q) at register 256 and never
1222	C9-OVERGENERALISATION-WORD	main	11068	never	The code also carried a constraint the page never stated: *obstacle = buildable ⟹ cost ≤ days.*
1223	C9-OVERGENERALISATION-WORD	main	11073	never	was never resting on it; only the unfibred count was.
1224	C9-OVERGENERALISATION-WORD	main	11154	never	downstream. It was read once at eight items and the reading was never printed, only described.
1225	C9-OVERGENERALISATION-WORD	main	11187	never	at thirteen — the only column whose value has never changed.
1226	C9-OVERGENERALISATION-WORD	main	11284	never	A quantity in this work is never loose. It arrives as a **kind** carried at a **point of a ground**,
1227	C9-OVERGENERALISATION-WORD	main	11307	never	fibre is a fact about the ground and never about the reading;
1228	C9-OVERGENERALISATION-WORD	main	11345	without exception	test that could reach it — not weakened, not pending, dead. The work applies this without exception,
1229	C9-OVERGENERALISATION-WORD	main	11365	never	whenever it is wanted and is never printed as a property of the object. Where no law is available,
1230	C9-OVERGENERALISATION-WORD	main	11377	never	### F.4.1 Two ratios the book had never measured about itself
1231	C9-OVERGENERALISATION-WORD	main	11417	never	entry bodies are never edited, and what a past entry recorded is part of the record.
1232	C9-OVERGENERALISATION-WORD	reg	8	never	**A correction never replaces what it corrects.** Both states are kept, and the entry that corrects names the entry corrected, so the record of a mistake survives its repair. It is the discipline the 
