# 3,611 COREPRESENTATIONS over the 870 isolated high-symmetry k-stars of
# the 162 space groups that seat any -- the physically irreducible phonon
# levels once TIME REVERSAL is admitted.  COMPUTED end to end; no
# representation, corepresentation or k-point table is read.
#
# SPINLESS (T^2 = +1) and NONMAGNETIC.  W is the NORMALISED indicator of
# Bilbao's Representations DSG (Elcoro et al. 2017, eq. 13), divided by
# |G_k|; it is NOT Bradley & Cracknell eq. (7.3.48) or MTQC's J_sigma.
#
# WHAT IS CHECKED, AND WHAT IS NOT.  Verified by corep_derive.py --selftest:
#   the SIGNED sum rule, whose right-hand side touches no character table
#     -- holds on all 828 stars with an antiunitary coset;
#   the case-(c) pairing, fixed-point-free on all 828;
#   21 stars measured out of an actual DYNAMICAL MATRIX, with a complex
#     Hermitian control that breaks only time reversal -- 0 mismatches;
#   the published rows of sg 19, 76, 144, 227 and 230.
# Agreement with captures/PHONON-KGROUND.tsv over the 7 non-Gamma TRIMs of
# all 230 space groups (230 of 230) is measured by a separate script and is
# NOT re-run by this file's selftest.  Neither is the set-wise identity of
# the stars with kpoint_derive's grid-free enumeration (230 of 230).
sg	system	k	k2	little_order	star	factor_order	small_dim	n_small	case	corep_dim	doubling
59	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
59	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
59	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
59	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
59	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
59	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
59	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
59	orthorhombic	0/1,1/2,0/1	-	8	1	2	2	1	a	2	none
59	orthorhombic	0/1,1/2,0/1	-	8	1	2	2	1	a	2	none
59	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
59	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
59	orthorhombic	1/2,0/1,0/1	-	8	1	2	2	1	a	2	none
59	orthorhombic	1/2,0/1,0/1	-	8	1	2	2	1	a	2	none
59	orthorhombic	1/2,0/1,1/2	-	8	1	2	2	1	a	2	none
59	orthorhombic	1/2,0/1,1/2	-	8	1	2	2	1	a	2	none
59	orthorhombic	1/2,1/2,0/1	-	8	1	2	2	1	a	2	none
59	orthorhombic	1/2,1/2,0/1	-	8	1	2	2	1	a	2	none
59	orthorhombic	1/2,1/2,1/2	-	8	1	2	2	1	a	2	none
59	orthorhombic	1/2,1/2,1/2	-	8	1	2	2	1	a	2	none
60	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
60	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
60	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
60	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
60	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
60	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
60	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
60	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
60	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
60	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
60	orthorhombic	0/1,1/2,0/1	-	8	1	2	2	1	a	2	none
60	orthorhombic	0/1,1/2,0/1	-	8	1	2	2	1	a	2	none
60	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	2	c	4	at-k
60	orthorhombic	1/2,0/1,0/1	-	8	1	2	2	1	a	2	none
60	orthorhombic	1/2,0/1,0/1	-	8	1	2	2	1	a	2	none
60	orthorhombic	1/2,0/1,1/2	-	8	1	2	2	2	c	4	at-k
60	orthorhombic	1/2,1/2,0/1	-	8	1	2	2	1	a	2	none
60	orthorhombic	1/2,1/2,0/1	-	8	1	2	2	1	a	2	none
60	orthorhombic	1/2,1/2,1/2	-	8	1	2	2	2	c	4	at-k
61	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
61	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
61	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
61	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
61	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
61	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
61	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
61	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
61	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
61	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
61	orthorhombic	0/1,1/2,0/1	-	8	1	2	2	1	a	2	none
61	orthorhombic	0/1,1/2,0/1	-	8	1	2	2	1	a	2	none
61	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	2	c	4	at-k
61	orthorhombic	1/2,0/1,0/1	-	8	1	2	2	1	a	2	none
61	orthorhombic	1/2,0/1,0/1	-	8	1	2	2	1	a	2	none
61	orthorhombic	1/2,0/1,1/2	-	8	1	2	2	2	c	4	at-k
61	orthorhombic	1/2,1/2,0/1	-	8	1	2	2	2	c	4	at-k
61	orthorhombic	1/2,1/2,1/2	-	8	1	2	2	1	b	4	at-k
61	orthorhombic	1/2,1/2,1/2	-	8	1	2	2	1	b	4	at-k
62	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
62	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
62	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
62	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
62	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
62	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
62	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
62	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
62	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
62	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
62	orthorhombic	0/1,1/2,0/1	-	8	1	2	2	1	a	2	none
62	orthorhombic	0/1,1/2,0/1	-	8	1	2	2	1	a	2	none
62	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
62	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
62	orthorhombic	1/2,0/1,0/1	-	8	1	2	2	1	a	2	none
62	orthorhombic	1/2,0/1,0/1	-	8	1	2	2	1	a	2	none
62	orthorhombic	1/2,0/1,1/2	-	8	1	2	1	2	c	2	at-k
62	orthorhombic	1/2,0/1,1/2	-	8	1	2	1	2	c	2	at-k
62	orthorhombic	1/2,0/1,1/2	-	8	1	2	1	2	c	2	at-k
62	orthorhombic	1/2,0/1,1/2	-	8	1	2	1	2	c	2	at-k
62	orthorhombic	1/2,1/2,0/1	-	8	1	2	2	2	c	4	at-k
62	orthorhombic	1/2,1/2,1/2	-	8	1	2	2	2	c	4	at-k
63	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
63	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
63	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
63	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
63	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
63	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
63	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
63	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
63	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
63	orthorhombic	1/2,0/1,1/2	-	4	2	2	2	1	a	2	none
64	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
64	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
64	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
64	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
64	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
64	orthorhombic	1/2,0/1,0/1	-	4	2	2	2	1	a	2	none
64	orthorhombic	1/2,0/1,1/2	-	4	2	2	1	2	c	2	at-k
64	orthorhombic	1/2,0/1,1/2	-	4	2	2	1	2	c	2	at-k
65	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
65	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
65	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
65	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
65	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
65	orthorhombic	1/2,0/1,1/2	-	4	2	1	1	1	a	1	none
65	orthorhombic	1/2,0/1,1/2	-	4	2	1	1	1	a	1	none
65	orthorhombic	1/2,0/1,1/2	-	4	2	1	1	1	a	1	none
65	orthorhombic	1/2,0/1,1/2	-	4	2	1	1	1	a	1	none
66	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
66	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
66	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
66	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
66	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
66	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
66	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
66	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
66	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
66	orthorhombic	1/2,0/1,1/2	-	4	2	1	1	1	a	1	none
66	orthorhombic	1/2,0/1,1/2	-	4	2	1	1	1	a	1	none
66	orthorhombic	1/2,0/1,1/2	-	4	2	1	1	1	a	1	none
66	orthorhombic	1/2,0/1,1/2	-	4	2	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
67	orthorhombic	1/2,0/1,0/1	-	4	2	2	2	1	a	2	none
67	orthorhombic	1/2,0/1,1/2	-	4	2	2	2	1	a	2	none
68	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
68	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
68	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
68	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
68	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
68	orthorhombic	1/2,0/1,0/1	-	4	2	2	2	1	a	2	none
68	orthorhombic	1/2,0/1,1/2	-	4	2	2	2	1	a	2	none
69	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,0/1	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	0/1,1/2,1/2	-	8	1	1	1	1	a	1	none
69	orthorhombic	1/2,0/1,0/1	-	2	4	1	1	1	a	1	none
69	orthorhombic	1/2,0/1,0/1	-	2	4	1	1	1	a	1	none
70	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
70	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
70	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
70	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
70	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
70	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
70	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
70	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
70	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
70	orthorhombic	0/1,0/1,1/2	-	8	1	2	2	1	a	2	none
70	orthorhombic	0/1,1/2,0/1	-	8	1	2	2	1	a	2	none
70	orthorhombic	0/1,1/2,0/1	-	8	1	2	2	1	a	2	none
70	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
70	orthorhombic	0/1,1/2,1/2	-	8	1	2	2	1	a	2	none
70	orthorhombic	1/2,0/1,0/1	-	2	4	4	1	1	a	1	none
70	orthorhombic	1/2,0/1,0/1	-	2	4	4	1	1	a	1	none
71	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
71	orthorhombic	0/1,1/2,0/1	-	4	2	1	1	1	a	1	none
71	orthorhombic	0/1,1/2,0/1	-	4	2	1	1	1	a	1	none
71	orthorhombic	0/1,1/2,0/1	-	4	2	1	1	1	a	1	none
71	orthorhombic	0/1,1/2,0/1	-	4	2	1	1	1	a	1	none
71	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
71	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
71	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
71	orthorhombic	1/2,0/1,0/1	-	4	2	1	1	1	a	1	none
71	orthorhombic	1/2,0/1,1/4	-	4	2	1	1	1	a	1	none
71	orthorhombic	1/2,0/1,1/4	-	4	2	1	1	1	a	1	none
71	orthorhombic	1/2,0/1,1/4	-	4	2	1	1	1	a	1	none
71	orthorhombic	1/2,0/1,1/4	-	4	2	1	1	1	a	1	none
71	orthorhombic	1/2,1/2,0/1	-	4	2	1	1	1	a	1	none
71	orthorhombic	1/2,1/2,0/1	-	4	2	1	1	1	a	1	none
71	orthorhombic	1/2,1/2,0/1	-	4	2	1	1	1	a	1	none
71	orthorhombic	1/2,1/2,0/1	-	4	2	1	1	1	a	1	none
72	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
72	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
72	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
72	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
72	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
72	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
72	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
72	orthorhombic	0/1,0/1,0/1	-	8	1	1	1	1	a	1	none
72	orthorhombic	0/1,0/1,1/2	-	8	1	1	1	1	a	1	none
