id	pass	number	verdict	confidence	volume	already_docketed	reason	register_entry_marker	correction_label	correction_quote	conversation	conversation_title	msg
PO-0001	numeric	108	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 108 is the Z = 1 to 108 element range, while the volume's 108 is a Cu II level energy near 108,014 cm-1.		16x-01 is not a defect; DEF-126 item 1 must not run	**One disposition of a chat-126 finding.** 16x-01 is not a defect as stated: register 1306 records Lr = [Rn]5f¹⁴7s²7p, a 7p opening at Z = 103 inside the 108. The complete-filling derivation behind Z = 113 also puts 4f at 67 against the printed 58. DEF-126 item 1's repair must not be executed.	b3d4a5dc-5e63-441c-88e0-64adc0858c53	127	3
PO-0001	numeric	113	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 113 is the atomic number Z = 113 from the complete-filling derivation, while the volume's digits fall inside the linear-extension count e(P) = 1,113,045,672.		16x-01 is not a defect; DEF-126 item 1 must not run	**One disposition of a chat-126 finding.** 16x-01 is not a defect as stated: register 1306 records Lr = [Rn]5f¹⁴7s²7p, a 7p opening at Z = 103 inside the 108. The complete-filling derivation behind Z = 113 also puts 4f at 67 against the printed 58. DEF-126 item 1's repair must not be executed.	b3d4a5dc-5e63-441c-88e0-64adc0858c53	127	3
PO-0006	numeric	204	UNRELATED	MEDIUM	The_Method_1_6-2.md		The quote's 204 is the Method 1.2 register's upper bound, while the volume's 204 marks where an ascending-then-descending ordering defect changes direction.		Register never held entries 1-164; 165 is its floor	"**The register isn't missing 1–164 — it never held them.** The register is a single, continuous, append-only log numbered in the order the work happened, and it does not restart per document. The Method's register has *always* begun at 165: The Method 1.2's own collaborator note records the register as ""165 to 204"" at that time, and 1.6 is ""165 to 1786."""	da80a574-2f74-426b-9157-83f0a2745cc6	51	15
PO-0006	numeric	1786	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's 1786 is the last register entry number, while the volume's match is the quantum defect nd = +2.1786 in a Rydberg series.		Register never held entries 1-164; 165 is its floor	"**The register isn't missing 1–164 — it never held them.** The register is a single, continuous, append-only log numbered in the order the work happened, and it does not restart per document. The Method's register has *always* begun at 165: The Method 1.2's own collaborator note records the register as ""165 to 204"" at that time, and 1.6 is ""165 to 1786."""	da80a574-2f74-426b-9157-83f0a2745cc6	51	15
PO-0014	numeric	1964	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 1964 is the Rota citation year for the combinatorial remainder, while the volume's 1964 is the Edlen 1964 referent in a retrievability discussion.		Void-as-transition-cells refuted by the record	1. **The void is the combinatorial remainder** — `L.void`, box−Λ per interval (Rota 1964), ~46.4% of a typical interval. Not the 36 empty cells. My original draft had this right. 2. **The empty-cells → transition-cells link is written nowhere** — not (i), not (ii), it's (iii): the two ideas never meet in any entry.	182637ad-bb08-42e0-ae6e-58708afa667a	52	270
PO-0019	numeric	12.11	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 12.11 is the section number of the recomputation (BUILD56 section 12.11.5), and the volume's matches are unrelated section references such as 12.11.0.2 and 12.11.2, not a quantity.		Two-parent K breakage is 15,150/45,450, 2,475 withdrawn	"**MC-25 correction — use 15,150 / 45,450, not 2,475.** BUILD56 §12.11.5 has *recomputed* the two-parent K breakage to **15,150 @Λ₁₂ / 45,450 @Λ₁₃ (21.4%/22.8%)** and explicitly withdrawn the 2,475. My reconstruction matches the recomputed figures exactly. The OWED-EXPANSIONS-2 row (register 230, ""2,475"") is **stale**; the main text is authoritative."	c6fb39a7-9188-4d8f-bc28-f55895a20064	61	1
PO-0021	numeric	504	UNRELATED	HIGH	The_Method_1_6-2.md		The withdrawn 504 was the parity-on-Λ₈ cell count, whereas the volume's 504 is the median number of failing survivor pairs over 475,800 pairs of Λ₈ (and in the Register merely an entry number).		Parity rule is imposed on Λ₉ not Λ₈; 840/E=750 vs 504/E=456	That resolves discrepancy 2 cleanly. **The parity rule is imposed on Λ₉, not Λ₈** — `|Δℓ|=1` on Λ₉ gives exactly **840 cells**, matching the source. My instrument had it on Λ₈ (504). ... **Parity imposition confirmed: 840 cells, E=750** on Λ₉ — exact match.	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	13
PO-0022	numeric	240	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 240 is the signed ΔS = −1 count folded into the E1 table, while the volume's 240 is a tick-decomposition count over 1,169 composable cells (and in the Register a void-census term).		EM image table folds ΔS by absolute value, not signed	The source is folding ΔS by **absolute value** — ΔS=1 column = |ΔS|=1 = my (−1)+(+1) = 240+102 = **342** ✓; ΔS=2 = 156+24 = **180** ✓; ΔS=3 = 54+0 = **54** ✓. And M1: 232+105 = **337** ✓ ... My 13-cell/E=1 result came from using *signed* ΔS (which is not a clean rectangle because E1 has no +3).	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	13
PO-0022	numeric	102	UNRELATED	HIGH	The_Method_1_6-2.md		The volume's 102 is the element count covered by four seed cells (87 of 102), not the ΔS = +1 component of the folded E1 row.		EM image table folds ΔS by absolute value, not signed	The source is folding ΔS by **absolute value** — ΔS=1 column = |ΔS|=1 = my (−1)+(+1) = 240+102 = **342** ✓; ΔS=2 = 156+24 = **180** ✓; ΔS=3 = 54+0 = **54** ✓. And M1: 232+105 = **337** ✓ ... My 13-cell/E=1 result came from using *signed* ΔS (which is not a clean rectangle because E1 has no +3).	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	13
PO-0022	numeric	156	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The volume occurrences are a Rydberg-constant digit string and register entry ### 156, neither being the signed ΔS = −2 component of the EM image table.		EM image table folds ΔS by absolute value, not signed	The source is folding ΔS by **absolute value** — ΔS=1 column = |ΔS|=1 = my (−1)+(+1) = 240+102 = **342** ✓; ΔS=2 = 156+24 = **180** ✓; ΔS=3 = 54+0 = **54** ✓. And M1: 232+105 = **337** ✓ ... My 13-cell/E=1 result came from using *signed* ΔS (which is not a clean rectangle because E1 has no +3).	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	13
PO-0022	numeric	180	UNRELATED	MEDIUM	The_Method_1_6-2.md		The contexts shown give 180 inside the pair count 311,180 and inside the void census 118 + 14 + 180 + 240 + 78 = 630, not as the folded ΔS = 2 column of the EM image.		EM image table folds ΔS by absolute value, not signed	The source is folding ΔS by **absolute value** — ΔS=1 column = |ΔS|=1 = my (−1)+(+1) = 240+102 = **342** ✓; ΔS=2 = 156+24 = **180** ✓; ΔS=3 = 54+0 = **54** ✓. And M1: 232+105 = **337** ✓ ... My 13-cell/E=1 result came from using *signed* ΔS (which is not a clean rectangle because E1 has no +3).	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	13
PO-0022	numeric	232	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		Both occurrences are register entry 232 (the declined law-promotion), not the signed M1 ΔS = −1 count the correction folded.		EM image table folds ΔS by absolute value, not signed	The source is folding ΔS by **absolute value** — ΔS=1 column = |ΔS|=1 = my (−1)+(+1) = 240+102 = **342** ✓; ΔS=2 = 156+24 = **180** ✓; ΔS=3 = 54+0 = **54** ✓. And M1: 232+105 = **337** ✓ ... My 13-cell/E=1 result came from using *signed* ΔS (which is not a clean rectangle because E1 has no +3).	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	13
PO-0022	numeric	105	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The volume's 105 is the even/odd rank-cell balance of Λ (105 each) and an E_bits value of 105.1, not the M1 ΔS component 105.		EM image table folds ΔS by absolute value, not signed	The source is folding ΔS by **absolute value** — ΔS=1 column = |ΔS|=1 = my (−1)+(+1) = 240+102 = **342** ✓; ΔS=2 = 156+24 = **180** ✓; ΔS=3 = 54+0 = **54** ✓. And M1: 232+105 = **337** ✓ ... My 13-cell/E=1 result came from using *signed* ΔS (which is not a clean rectangle because E1 has no +3).	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	13
PO-0025	numeric	477	UNRELATED	MEDIUM	The_Method_1_6___The_Register-2.md		The quote reinstates 477 as the count of rows with three or more levels, but the volume occurrences are register entry 477 (ℛ₄ as second operator) and an Aitken table, a different subject entirely.		477 rows is not stale — it is a different real basis	**477 is not stale — it is a different, real basis.** Rows with three or more levels number exactly 477; the other 119 are two-member channels. 477 + 119 = 596. My earlier framing was the error, not chat 98's figure.	c8759945-d887-4a31-9ddd-a83e85634018	99	3
PO-0025	numeric	119	UNRELATED	HIGH	The_Method_1_6-2.md		The volume's 119 is a seed-cost table value (counting y ≤ x₀, cost 119) and register entry ### 119, not the count of two-member channels.		477 rows is not stale — it is a different real basis	**477 is not stale — it is a different, real basis.** Rows with three or more levels number exactly 477; the other 119 are two-member channels. 477 + 119 = 596. My earlier framing was the error, not chat 98's figure.	c8759945-d887-4a31-9ddd-a83e85634018	99	3
PO-0025	numeric	596	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		Both occurrences are register entry 596 (the withdrawn seed-necessity claim) and the pointer 'Registers 596–601', not the row total 477 + 119 = 596.		477 rows is not stale — it is a different real basis	**477 is not stale — it is a different, real basis.** Rows with three or more levels number exactly 477; the other 119 are two-member channels. 477 + 119 = 596. My earlier framing was the error, not chat 98's figure.	c8759945-d887-4a31-9ddd-a83e85634018	99	3
PO-0026	numeric	219	UNRELATED	MEDIUM	The_Method_1_6-2.md		In the passages shown 219 is a register address — 'Registers 219 to 222' and register 219's proved/withdrawn/proved history — not the biased sample's cover count.		219 covers were a biased sample; 24,585 minimum covers exist	"Properties 1–3 are not ""untested at other caps"" — they are refuted at the Λ₈ cap itself. R 602's 219 covers were a biased randomized sample; exact enumeration finds **24,585 minimum covers**, and only corner 3 is common to all of them. The five-cell bit-word table describes the sample, not the object."	dd6f1a2a-6406-4938-a9c8-559d5e0036a0	Book-layer work and memory systems	15
PO-0027	numeric	2,640	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's 2,640 join failures is a current measurement, not a withdrawn value, and the volume's match is the digit run inside the PII string 0092640X86900158.		§6.4 failure mechanisms reassigned; the obstruction is ℓ, not k	There is no missing third mechanism. ... `2J_c ≤ k − q` — ceiling decreasing in *q*. On that block alone: 2,640 join failures, **zero** meet. - `m ≥ max(0, k − (2ℓ+1))` — floor decreasing in ℓ. On that block alone: **zero** join, 98 meet failures. And the floor's operative variable isn't *k*. Freeze the ℓ-term at max(0, *k* − 7) and the lattice is perfectly closed	d3b8e354-e969-4359-9db9-3f1952c56248	Cold fusion and electronic configuration indexing	19
PO-0031	numeric	121	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 121 is the lower bound of Pyykkö's Z ≈ 121–125 window for 5g filling, while the volume's 121 is a rank-polynomial coefficient (121z⁷) and register entry ### 121.		Actinides do not reach 5g under excitation; §2.4 claim withdrawn	"Your 2026 paper's §2.4 claimed that actinides with 5f ground states ""reach into the otherwise-vacant g-subshell layer under excitation."" That claim doesn't survive checking. The lattice *permits* (5,4,k) — ℓ=4 satisfies ℓ ≤ n−1 — but permission isn't occupancy. ... Pyykkö places 5g filling near Z ≈ 121–125. The original claim conflated admissibility with accessibility."	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	139
PO-0031	numeric	125	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The volume occurrences are digits inside a numeric table (0.100125) and register entry ### 125, not the upper bound of the 5g-filling Z window.		Actinides do not reach 5g under excitation; §2.4 claim withdrawn	"Your 2026 paper's §2.4 claimed that actinides with 5f ground states ""reach into the otherwise-vacant g-subshell layer under excitation."" That claim doesn't survive checking. The lattice *permits* (5,4,k) — ℓ=4 satisfies ℓ ≤ n−1 — but permission isn't occupancy. ... Pyykkö places 5g filling near Z ≈ 121–125. The original claim conflated admissibility with accessibility."	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	139
PO-0032	numeric	124	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 124 is the cell count of the Rydberg-excited union, whereas the volume's 124 is part of the Cu II level range 107,942–111,124 cm⁻¹.		Rydberg excitation separates downward closure from saturation	Rydberg excitation breaks the collapse: a singly-excited atom reaches (5,4,1), (6,3,1), (6,4,1), (7,2,1), (7,3,1), (7,4,1) — precisely the six empty columns §13 identified as the frontier. The union is 124 cells, **still an order ideal**, but **no longer all-or-nothing** (six columns at height 1). ... the all-or-nothing property is specifically a fact about *ground states*, not about atoms.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	141
PO-0033	numeric	118	UNRELATED	MEDIUM	The_Method_1_6-2.md		The superseded 118 was a count of distinct occupied cells, while the volume's 118 is the number of chemical elements Λ covers (and a term in the void census 118 + 14 + 180 + 240 + 78 = 630).		Accumulation argument wrong; measured configs break the order ideal	Your instinct was right to stop here. The accumulation argument was **wrong**, and testing it properly overturned three headline results. ... Recomputing from strictly measured configurations: | Distinct cells | 118 | **110** | | Order ideal | yes | **NO — 172 violations, 7 holes** | | Columns fully filled | 19 / 6 / 0 partial | **4 partial** | | Maximal cells | 3 | **4** | | Z a linear extension | 0 violations | **9 violations** | | Admissible ℓ-orderings | 1 of 120 | **0 of 120** |	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	171
PO-0033	numeric	110	UNRELATED	HIGH	The_Method_1_6-2.md		110 is the replacement cell count in the quote, but the volume matches are the tower-table figure 110,592 and register entry ### 110, so neither occurrence carries the quantity at issue.		Accumulation argument wrong; measured configs break the order ideal	Your instinct was right to stop here. The accumulation argument was **wrong**, and testing it properly overturned three headline results. ... Recomputing from strictly measured configurations: | Distinct cells | 118 | **110** | | Order ideal | yes | **NO — 172 violations, 7 holes** | | Columns fully filled | 19 / 6 / 0 partial | **4 partial** | | Maximal cells | 3 | **4** | | Z a linear extension | 0 violations | **9 violations** | | Admissible ℓ-orderings | 1 of 120 | **0 of 120** |	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	171
PO-0033	numeric	172	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 172 counts order-ideal violations, whereas the volume's 172 is the number of monotone steps over which dw/dh > 0 was verified.		Accumulation argument wrong; measured configs break the order ideal	Your instinct was right to stop here. The accumulation argument was **wrong**, and testing it properly overturned three headline results. ... Recomputing from strictly measured configurations: | Distinct cells | 118 | **110** | | Order ideal | yes | **NO — 172 violations, 7 holes** | | Columns fully filled | 19 / 6 / 0 partial | **4 partial** | | Maximal cells | 3 | **4** | | Z a linear extension | 0 violations | **9 violations** | | Admissible ℓ-orderings | 1 of 120 | **0 of 120** |	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	171
PO-0033	numeric	120	UNRELATED	HIGH	The_Method_1_6-2.md		120 is the unchanged denominator of the ℓ-ordering count in the quote, and the volume's 120 is the number of sublattices tested against E(Λ) = 0 — a different quantity.		Accumulation argument wrong; measured configs break the order ideal	Your instinct was right to stop here. The accumulation argument was **wrong**, and testing it properly overturned three headline results. ... Recomputing from strictly measured configurations: | Distinct cells | 118 | **110** | | Order ideal | yes | **NO — 172 violations, 7 holes** | | Columns fully filled | 19 / 6 / 0 partial | **4 partial** | | Maximal cells | 3 | **4** | | Z a linear extension | 0 violations | **9 violations** | | Admissible ℓ-orderings | 1 of 120 | **0 of 120** |	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	171
PO-0034	numeric	1.01	UNRELATED	HIGH	The_Method_1_6-2.md		The withdrawn test's effect size d = −1.01 has nothing to do with the volume's calendar ratio 1.019 or the Register's quantum defect +1.013 against ≈1.02.		Magic-number test withdrawn as unpowerable in principle	Not corrected — **withdrawn**. n = 6, effect size d = −1.01, p = 0.056. The power at that effect size is **0.51** — a coin flip. Reaching 80% power would need ten magic numbers, 95% would need fifteen, and **six exist below Z = 118**. The population *is* six. So the test isn't underpowered on this occasion; it's **incapable of adequate power in principle**.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	197
PO-0034	numeric	0.056	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote withdraws a magic-number test whose p-value was 0.056, while the volume's −0.056 is Ti IV's nd quantum defect after adding the Janet term.		Magic-number test withdrawn as unpowerable in principle	Not corrected — **withdrawn**. n = 6, effect size d = −1.01, p = 0.056. The power at that effect size is **0.51** — a coin flip. Reaching 80% power would need ten magic numbers, 95% would need fifteen, and **six exist below Z = 118**. The population *is* six. So the test isn't underpowered on this occasion; it's **incapable of adequate power in principle**.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	197
PO-0034	numeric	0.51	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 0.51 is the statistical power of the withdrawn test, whereas the volume's 0.51 is the surviving fraction of independent tests at a 0.2 derived-level fraction.		Magic-number test withdrawn as unpowerable in principle	Not corrected — **withdrawn**. n = 6, effect size d = −1.01, p = 0.056. The power at that effect size is **0.51** — a coin flip. Reaching 80% power would need ten magic numbers, 95% would need fifteen, and **six exist below Z = 118**. The population *is* six. So the test isn't underpowered on this occasion; it's **incapable of adequate power in principle**.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	197
PO-0034	numeric	118	UNRELATED	HIGH	The_Method_1_6-2.md		The quote uses Z = 118 only as the bound below which six magic numbers exist, while the volume's 118 is the element count of Λ and of the first census — neither is the withdrawn quantity.		Magic-number test withdrawn as unpowerable in principle	Not corrected — **withdrawn**. n = 6, effect size d = −1.01, p = 0.056. The power at that effect size is **0.51** — a coin flip. Reaching 80% power would need ten magic numbers, 95% would need fifteen, and **six exist below Z = 118**. The population *is* six. So the test isn't underpowered on this occasion; it's **incapable of adequate power in principle**.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	197
PO-0035	numeric	420	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's 420 is a count of passing orderings out of 5,040, while the volume's 420 is a register number (registers 417–420).		Frontier significance restated from 1-in-5000 to 0.083	"I reported the frontier result at ""one in five thousand."" That used the wrong null — it treated columns Pyykkö never fills as equally likely candidates. The **stronger test holds the seven columns fixed and randomises only their order**: of 5,040 orderings, **420 satisfy the lattice condition and 4,620 do not**, so the probability of passing by chance is **0.083**, not 0.0002."	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	223
PO-0035	numeric	0.083	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 0.083 is the corrected chance probability of the frontier result, but the volume's 0.083 is a worst-case spin–orbit narrowing in hartree, a different quantity entirely.		Frontier significance restated from 1-in-5000 to 0.083	"I reported the frontier result at ""one in five thousand."" That used the wrong null — it treated columns Pyykkö never fills as equally likely candidates. The **stronger test holds the seven columns fixed and randomises only their order**: of 5,040 orderings, **420 satisfy the lattice condition and 4,620 do not**, so the probability of passing by chance is **0.083**, not 0.0002."	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	223
PO-0035	numeric	0.0002	UNRELATED	HIGH	The_Method_1_6-2.md		The withdrawn 0.0002 was a significance level, while the volume's 0.0002 is a quantum-defect value in the Li II s→f progression (and a defect spread in the Register).		Frontier significance restated from 1-in-5000 to 0.083	"I reported the frontier result at ""one in five thousand."" That used the wrong null — it treated columns Pyykkö never fills as equally likely candidates. The **stronger test holds the seven columns fixed and randomises only their order**: of 5,040 orderings, **420 satisfy the lattice condition and 4,620 do not**, so the probability of passing by chance is **0.083**, not 0.0002."	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	223
PO-0036	numeric	8.96	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's 8.96 is platinum's first ionisation energy in eV; the volume match is the substring inside z = −18.96, a null-model z-score.		Darmstadtium plus-ten prediction refuted	**Darmstadtium's first ionisation energy is 9.77 eV against platinum's 8.96 — higher, not lower.** Relativistic stabilisation of the 7s orbital binds the valence electrons *more* tightly, and Ds's calculated covalent radius of 128 pm is *smaller* than Pt's 139 pm. Every indicator runs against the prediction. ... **No new synthesis or calculation was needed — the refuting data already existed.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	251
PO-0036	numeric	128	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's 128 pm is Ds's covalent radius, while the volume's 128 is a register number in the SUPERSEDED Λ₈ run.		Darmstadtium plus-ten prediction refuted	**Darmstadtium's first ionisation energy is 9.77 eV against platinum's 8.96 — higher, not lower.** Relativistic stabilisation of the 7s orbital binds the valence electrons *more* tightly, and Ds's calculated covalent radius of 128 pm is *smaller* than Pt's 139 pm. Every indicator runs against the prediction. ... **No new synthesis or calculation was needed — the refuting data already existed.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	251
PO-0036	numeric	139	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 139 pm is platinum's covalent radius; the volume matches only as a substring of Na's ionisation energy 5.139 and of the pointer 'register 1139'.		Darmstadtium plus-ten prediction refuted	**Darmstadtium's first ionisation energy is 9.77 eV against platinum's 8.96 — higher, not lower.** Relativistic stabilisation of the 7s orbital binds the valence electrons *more* tightly, and Ds's calculated covalent radius of 128 pm is *smaller* than Pt's 139 pm. Every indicator runs against the prediction. ... **No new synthesis or calculation was needed — the refuting data already existed.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	251
PO-0038	numeric	0.25	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's p = 0.25 is the refuted Slater-screening correlation's significance, while the volume's 0.25 is a solution-fraction bin boundary in the backtracking table.		Seven mechanisms for c all refuted	| Slater screening | r = 0.376, p = 0.25 | | ionic-charge picture | rise is 1.16, not 1.00, and n-dependent | | n-independence | holds in p-block, fails in d-block | | pairing past half-filling | p = 0.22 | | kainosymmetry × occupancy | p = 0.42, p = 0.52 | ... **c ≈ 1.5 + k/3 in the p-block, tightly, and we do not know why.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	355
PO-0038	numeric	1.16	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 1.16 is the measured ionic-charge rise; the volume's 1.168 is bits per cell for the 18-column periodic table.		Seven mechanisms for c all refuted	| Slater screening | r = 0.376, p = 0.25 | | ionic-charge picture | rise is 1.16, not 1.00, and n-dependent | | n-independence | holds in p-block, fails in d-block | | pairing past half-filling | p = 0.22 | | kainosymmetry × occupancy | p = 0.42, p = 0.52 | ... **c ≈ 1.5 + k/3 in the p-block, tightly, and we do not know why.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	355
PO-0038	numeric	1.00	UNRELATED	HIGH	The_Method_1_6-2.md		The quote rejects 1.00 as the ionic-charge rise, whereas the volume's 1.00 is a worst-case fibre mean for three pairwise mass sums.		Seven mechanisms for c all refuted	| Slater screening | r = 0.376, p = 0.25 | | ionic-charge picture | rise is 1.16, not 1.00, and n-dependent | | n-independence | holds in p-block, fails in d-block | | pairing past half-filling | p = 0.22 | | kainosymmetry × occupancy | p = 0.42, p = 0.52 | ... **c ≈ 1.5 + k/3 in the p-block, tightly, and we do not know why.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	355
PO-0038	numeric	0.22	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's p = 0.22 tests pairing past half-filling; the volume's match is the substring of mutual information 0.227 in the constraint-tree decay.		Seven mechanisms for c all refuted	| Slater screening | r = 0.376, p = 0.25 | | ionic-charge picture | rise is 1.16, not 1.00, and n-dependent | | n-independence | holds in p-block, fails in d-block | | pairing past half-filling | p = 0.22 | | kainosymmetry × occupancy | p = 0.42, p = 0.52 | ... **c ≈ 1.5 + k/3 in the p-block, tightly, and we do not know why.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	355
PO-0038	numeric	0.42	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's p = 0.42 is a kainosymmetry significance, while the volume's 0.42% is the fill fraction at tower stage Λ₁₃.		Seven mechanisms for c all refuted	| Slater screening | r = 0.376, p = 0.25 | | ionic-charge picture | rise is 1.16, not 1.00, and n-dependent | | n-independence | holds in p-block, fails in d-block | | pairing past half-filling | p = 0.22 | | kainosymmetry × occupancy | p = 0.42, p = 0.52 | ... **c ≈ 1.5 + k/3 in the p-block, tightly, and we do not know why.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	355
PO-0038	numeric	0.52	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's p = 0.52 is an occupancy-test significance; the volume's match is the measured defect +0.5262 (and +0.5211 in the Spectra Compendium).		Seven mechanisms for c all refuted	| Slater screening | r = 0.376, p = 0.25 | | ionic-charge picture | rise is 1.16, not 1.00, and n-dependent | | n-independence | holds in p-block, fails in d-block | | pairing past half-filling | p = 0.22 | | kainosymmetry × occupancy | p = 0.42, p = 0.52 | ... **c ≈ 1.5 + k/3 in the p-block, tightly, and we do not know why.**	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	355
PO-0039	numeric	0.184	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 0.184 is Sr's alkaline-earth defect in the g-corrected set, while the volume match falls inside the NIST DOI string 10.18434/T4W30F in a bibliography entry.		Quantum defects measured at g=1 applied at g=k	**Every quantum defect I used came from a Rydberg series, where one electron sits alone in the target — g = 1. Every ground state I applied it to has g = k.** I was using a g = 1 parameter at g = 2 and calling the discrepancy a failure of the count. ... The alkaline earths — Mg 0.136, Ca 0.168, Sr 0.184, Ba 0.174 — sit at **+0.166 with a scatter of 0.018**.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	421
PO-0039	numeric	0.174	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 0.174 is Ba's defect, whereas the volume's 0.1743/0.1750 are frontier-optimum h* checks and −0.1749 a fitted quadratic coefficient.		Quantum defects measured at g=1 applied at g=k	**Every quantum defect I used came from a Rydberg series, where one electron sits alone in the target — g = 1. Every ground state I applied it to has g = k.** I was using a g = 1 parameter at g = 2 and calling the discrepancy a failure of the count. ... The alkaline earths — Mg 0.136, Ca 0.168, Sr 0.184, Ba 0.174 — sit at **+0.166 with a scatter of 0.018**.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	421
PO-0039	numeric	0.166	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's +0.166 is the mean alkaline-earth defect offset, while the volume's 0.1667 is the rms of the 123-channel penetrating-defect fit.		Quantum defects measured at g=1 applied at g=k	**Every quantum defect I used came from a Rydberg series, where one electron sits alone in the target — g = 1. Every ground state I applied it to has g = k.** I was using a g = 1 parameter at g = 2 and calling the discrepancy a failure of the count. ... The alkaline earths — Mg 0.136, Ca 0.168, Sr 0.184, Ba 0.174 — sit at **+0.166 with a scatter of 0.018**.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	421
PO-0039	numeric	0.018	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 0.018 is the scatter of four alkaline-earth defects; the volume's 0.0188 s is a lattice-test runtime and −0.0187 a Rydberg-limit residual.		Quantum defects measured at g=1 applied at g=k	**Every quantum defect I used came from a Rydberg series, where one electron sits alone in the target — g = 1. Every ground state I applied it to has g = k.** I was using a g = 1 parameter at g = 2 and calling the discrepancy a failure of the count. ... The alkaline earths — Mg 0.136, Ca 0.168, Sr 0.184, Ba 0.174 — sit at **+0.166 with a scatter of 0.018**.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	421
