number	class	seated_in	excision_reason	prev_seated	next_seated	entry_text	chat_mentions	repo_files	conversation	conversation_title	date	msg	chat_prose
1389	RELOCATED	WORKING-REGISTER.md	A-production	1387	1390	**THE ROUND-TRIP PROTOCOL, AND IT FAILED ITS OWN FIRST RUN.** *`roundtrip.py` — four questions before a generated artefact is trusted:* **DECLARE* **, does the generator declare every region it does not write;* **ISOLATE* **, never regenera	7	drive/The Method Materials/CORPUS/WORKING-REGISTER.md; drive/The Method Materials/Claude Projects/019fb976-90a6-71ba-b0f5-e2951677c527.json; drive/The Method Materials/Claude Projects/01a007df-8496-7003-8ea0-3fc05f77c7bd.json	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	2026-08-10	35	's finding arriving as a blocker rather than an observation. With the log moved, the tail extracted cleanly, and I've rewritten INDICES.md without the stale line. **1388's refusal is implemented and tested, not just asserted.** `physics.py` now reads the tail *before* it opens PHYSICS.md for writing. With the tail removed it exits 2, writes nothing, and the artefact is byte-for-byte unchanged. And every regeneration of `physics.py` in this phase ran in a scratch copy, never over the held file. **Two errors of mine, both caught by the round-trip rather than by reading.** The first patch dropped the newline the original `print` supplied; the second wrote an escaped `\\n` into the source, so the generator emitted literal backslash-n across the whole document. Both produced plausible-looking output and both failed the byte comparison immediately. That is the case for DIFF being a gate rath
1443	RELOCATED	WORKING-REGISTER.md	B-session	1442	1444	**THE CORRECTIONS THIS SESSION'S COMPUTATION OWES THE REGISTER, INCLUDING ONE OF MY OWN FLAGS WITHDRAWN.** **1391: n = 47, not 45 — the three region offsets reproduce exactly at 3.798, 4.595 and 5.298, and the quoted spread of 0.108 IS the 	8	drive/The Method Materials/Claude Projects/019fb976-90a6-71ba-b0f5-e2951677c527.json; drive/The Method Materials/Claude Projects/01a007df-8496-7003-8ea0-3fc05f77c7bd.json; drive/The Method Materials/Claude Projects/01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	2026-08-10	180	"records thirteen corrections — 1391's n = 47, 1390's palladium exception, 1401's subshell openings, 1415's fifteen and nine, 1417's seven, 1396's denominators, 1385 unverified, 1403's reconstructions, 1407's undefined margin. **None of the eleven corrected entries carries a forward marker.** A reader arriving at 1391 sees n = 45 and nothing points onward. Register 1395 *does* carry one, to 1426 — so the practice exists and was applied once and not since. That's inconsistent, cheap to fix, and it's the thing I'd do first. **What's stale in the queue.** The state header says 1433 and 1,226 entries; it's 1459 and 1,252. **The scorer is built** — `scorer.py`, reproducing 99 and 91 — and the queue still says ""build it next"". **A5c is done** — `a5c.py` runs, twelve against ninety-four, six of thirty-five closing — and it's still listed at ★★. **The rebuild list needs reframing rather than u"
1477	RELOCATED	WORKING-REGISTER.md	A-production	1476	1479	**REGISTER 1399's SOURCE CORRECTION WAS LOST IN THE ROLLBACK AND HAS BEEN RE-APPLIED; THE OTHER FIVE SURVIVED.** *A systematic scan of every object graded COMPUTED whose STATEMENT carries a figure — forty-three of them — found T.tower still	0						
1478	RELOCATED	WORKING-REGISTER.md	A-production	1476	1479	**THE FULL AUDIT: THE COMPUTATIONS HOLD, THE STRUCTURE HAS FOUR FAULTS, AND THREE OF MY OWN CHECKS WERE THE FAULT.** *Asked to audit everything against the risk of avoidable error. Four stages, each reading the tree rather than trusting the	4	drive/The Method Materials/CORPUS/WORKING-REGISTER.md; drive/The Method Materials/Claude Projects/019fb976-90a6-71ba-b0f5-e2951677c527.json; drive/The Method Materials/Claude Projects/01a007df-8496-7003-8ea0-3fc05f77c7bd.json	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	2026-08-10	483	. Rewriting without them. **No — and asking made me read them instead of counting them. Five aren't faults at all.** 313 Λ* an object name 604 (3, 0, 1, 1, *, 0, 1, 1) THE FREE COORDINATE THE ENTRY IS ABOUT 668 `colWidths=[w]*n` Python multiplication, in backticks 747 ns (1/2,1/2)* J=1 the spectroscopic ODD PARITY marker 1003 `vi_*` set a glob pattern, in backticks The parity checker can't tell any of these from an emphasis delimiter. **604's is the sharpest case** — the entry is *about* a template with one free coordinate, and the asterisk *is* the free coordinate. **A sixth was my miss.** Register 1263's `3n∗²` escaped the glyph sweep because there's no word boundary between a digit and a letter. Now swept — fourteen down to thirteen. **And fixing that nearly destroyed the register.** Dropping
1537	RELOCATED	WORKING-REGISTER.md	A-production	1536	1538	**THE PII I SUPPLIED WAS A DIFFERENT ARTICLE, SO D3 WAS NEVER ACTUALLY ATTEMPTED.** *The article behind the PII I gave has been identified, and it is not the one D3 needs.* **WHAT I SENT: 0092640X86900158 is Ivanova, Ivanov & Tsirekidze, 'E	2	drive/The Method Materials/Claude Projects/019fb976-90a6-71ba-b0f5-e2951677c527.json; drive/The Method Materials/Claude Projects/01a007df-8496-7003-8ea0-3fc05f77c7bd.json; drive/The Method Materials/Claude Projects/01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	2026-08-10	426	caught it only because page ranges can't overlap. **And register 1217's description is confirmed element by element** — asymptotic quantum defects at the ionisation limit, non-relativistic Hartree–Slater central field, Z = 1 to 50, all positive stages, ℓ = 0 through 3. The register was right and has been since before this session. **Three of the paper's physical claims are checkable against data already held, and all three pass:** low-ℓ penetration, μ ~ 1–4 K I gives δ_s = 2.206, δ_p = 1.753 ✓ centrifugal barrier, μ ≪ 1 δ_d = 0.175 ✓ 3d collapse near Z = 19–21 ← this one is the finding **That third is a direct corroboration of register 1392 from an independent source.** Q.collapse measures the threshold coinciding with the Janet block boundary at **Z = 21, 57 and 89** — three exact matches, U-test p = 9.8 × 10⁻⁴ across 116 channe
1564	RELOCATED	WORKING-REGISTER.md	A-production	1563	1566	**PR3 SOLVED BY A GLYPH RATHER THAN AN ESCAPE, AND THE ESCAPE TURNS OUT NEVER TO HAVE WORKED.** *M's decisions taken. PR1 held for book time, PR2 kept as allocated and empty, PR3 answered with a glyph.* **PR1 IS PURELY READER-FACING AND THE	0						
1565	RELOCATED	WORKING-REGISTER.md	A-production	1563	1566	**THIRTEEN OF THE FOURTEEN ARE NOT SLIPS AT ALL — FIVE ARE NOTATION, AND MY SECOND SWEEP NEARLY DESTROYED TWENTY CLOSING MARKERS.** *M asked whether these are just weird register entries. Reading them rather than counting them says mostly n	6	drive/The Method Materials/Claude Projects/019fb976-90a6-71ba-b0f5-e2951677c527.json; drive/The Method Materials/Claude Projects/01a007df-8496-7003-8ea0-3fc05f77c7bd.json; drive/The Method Materials/Claude Projects/01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	2026-08-10	563	. Rewriting. **Reading those eight spectra yielded zero enterable cells — and that's the finding.** Every stage refused something. **Five had no printed limit**, and a limit fitted alongside a defect is register 1445's leak. The H–Ar ladder rescued Ar I at 127,109.842 and **confirmed Mg III's printed 646,402.0 to the digit** — two independent sources agreeing. **Bi II failed on its own numbers**: defects rising by *exactly* 1.000 per member — a constant n\*, so not a series at all. Its configuration has two valence electrons, and I'd mixed ground-multiplet levels into a Rydberg series. **The clean arithmetic was the symptom.** **And the survivors failed on the multiplicity key, which I read wrong.** I took the leading digit of a Racah term as 2S+1 and entered thirteen channels as doublets. **It isn't a spin — it's the core's label.** The index holds 2S+1 of **1 and 3** for both Mg III
1569	RELOCATED	WORKING-REGISTER.md	C-internal	1568	1573	**BOTH OWED CHAPTERS ARE WRITTEN AS DRAFTS, AND WRITING THEM FOUND §34 STALE.** *M's instruction: write the Löwdin and three-body chapters even though unfinished, because an artefact record of progress is worth more than a finished chapter 	0	drive/The Method Materials/CORPUS/WORKING-REGISTER.md; drive/The Method Materials/Claude Projects/019fb976-90a6-71ba-b0f5-e2951677c527.json; drive/The Method Materials/Claude Projects/01a007df-8496-7003-8ea0-3fc05f77c7bd.json					
1570	RELOCATED	WORKING-REGISTER.md	B-session	1568	1573	**A STANDING BOARD IS CREATED SO THE OPEN WORK CAN BE SEEN WHOLE, AND ITS UPKEEP IS WRITTEN INTO THE HANDOFF.** *M asked for the list of open work kept updated and handy, in a form he can prioritise from — and corrected me twice on presenta	0						
1571	RELOCATED	WORKING-REGISTER.md	A-production	1568	1573	**THE LÖWDIN WORK REACHES THE ARTEFACTS AT LAST, AND THREE OF 1296's FIVE PIECES WERE ALREADY DONE.** *Register 1296, marked for the next pass and never taken, asked for five things. Checked each against the artefacts rather than assumed.* 	2	drive/The Method Materials/CORPUS/WORKING-REGISTER.md; drive/The Method Materials/Claude Projects/019fb976-90a6-71ba-b0f5-e2951677c527.json; drive/The Method Materials/Claude Projects/01a007df-8496-7003-8ea0-3fc05f77c7bd.json	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	2026-08-10	660	to 1626, ten board rows closed, six of them negatively. The board's remaining open work is now all things that need something from outside: **the reading list** (78 spectra), **the book gap** (388 entries), **D3**, **the multi-charge ladder**, **Kr I**, and **P1** alone on the derivation path. Checkpointed at `2_4m`, both gates passing. Row 15 is the live one — and three measures agreeing suggests a single cause. Let me look for it. Now the decisive test — does the valence count behave like an axis where 2S+1 didn't? The purity test returns nothing for valence — and the reason matters more than the result. **One cause for all three failures, and it's in what the values mean.** Z, charge, ℓ properties of ONE object varying along its own axis 2S+1 doublet = ONE electron outside a closed shell singlet = TWO, paired
1572	RELOCATED	WORKING-REGISTER.md	A-production	1568	1573	**THE COMPENDIA ARE GENERATED AND I EDITED THEIR OUTPUT; THE ROUND-TRIP CAUGHT IT IN ONE RUN.** *Having written the three owed compendium sections at register 1571, the gate fell to TWO OF FIVE. The cause is that I edited COMPENDIUM.md, PHY	4	drive/The Method Materials/CORPUS/WORKING-REGISTER.md; drive/The Method Materials/Claude Projects/019fb976-90a6-71ba-b0f5-e2951677c527.json; drive/The Method Materials/Claude Projects/01a007df-8496-7003-8ea0-3fc05f77c7bd.json	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	2026-08-10	515	"'s lesson. `coords.py` generates it. Let me see how it assigns grades and sources. Clean. But there's a real obstacle — let me check the key structure. There's precedent in the file. But the multiplicity key is a real obstacle — let me check what the paper says about each. Nine, not twelve. Entering them at source, with the doublet key their structure requires. All nine landed — **328 → 337**. But the source column says ""captured levels"" for all of them, and these came from a published table. Let me fix the provenance. **Nine cells entered, not twelve — and the multiplicity key is what stopped the other three.** The index is keyed on **(Z, charge, ℓ, 2S+1)**, and Theodosiou's values are, in the paper's own words, *""an average over the multiplet and fine-structure components of a configuration.""* For one electron outside a closed shell that average is over a **single term** and the doubl"
1594	RELOCATED	WORKING-REGISTER.md	A-production	1593	1595	**THE CACHE IS PINNED FOR ie.pl TOO, AND THE FETCH IT DID SERVE VERIFIES THE LÖWDIN CHAPTER'S FIRMEST CLAIM.** *Continuing to apply the fetches. The multi-charge ladder was requested a second time with a different spectra value — Sr rather 	2	drive/The Method Materials/CORPUS/WORKING-REGISTER.md; drive/The Method Materials/Claude Projects/019fb976-90a6-71ba-b0f5-e2951677c527.json; drive/The Method Materials/Claude Projects/01a007df-8496-7003-8ea0-3fc05f77c7bd.json	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	2026-08-10	559	's closing line was false: I asked you for something already given, which is exactly what the transcripts exist to prevent. **And trying the recovered URL changes nothing, which sharpens what's actually blocking.** Three fetches this session, three identical bodies: spectra=H-Ar → destination_url: spectra=H-DS+i spectra=Sr → destination_url: spectra=H-DS+i spectra=H-Ar + sremoval=on → destination_url: spectra=H-DS+i I varied it three ways rather than assume after the first. **So register 1526's rule is sharper than recorded: it isn't one *query* per session — it's one *response* per host and path, whatever is asked.** Varying the query string doesn't move it. **What breaks it is a URL you paste fresh into the conversation.** That's how the entire X-ray set and the original ladder were fetched. **The address isn't the scarce thing
1614	RELOCATED	WORKING-REGISTER.md	B-session	1613	1617	**THE BOARD IS REBUILT AND AN INTAKE PROTOCOL IS SET BEFORE THE MATERIAL ARRIVES, NOT AFTER.** *M has research from several Gemini conversations to fold in, some bearing directly on the spectra work and some on other threads, and asks for e	0	extracted/archives/method16-rp-b-data/INTAKE.md; extracted/archives/restore-point-2-13/captures/GEMINI-UNVERIFIED.tsv					
1615	RELOCATED	WORKING-REGISTER.md	A-production	1613	1617	**THE SIX INPUTS SORTED AND CHECKED: THREE TOUCH OBJECTS HERE, ONE PREMISE IS LITERATURE-CORRECT, ONE INFERENCE IS BACKWARDS, AND THE GUE RESULT DIED ON ITS CONTROL.** *M's six Gemini conversations, sorted under `INTAKE.md` before anything 	0	extracted/archives/method16-rp-b-data/LITERATURE.md; extracted/archives/restore-point-2-13/captures/INPUTS-GEMINI.md					
1616	RELOCATED	WORKING-REGISTER.md	A-production	1613	1617	**THE INPUT MATERIAL IS HELD IN FULL, NOT AS MY SUMMARY OF IT, WITH A TABLE SAYING WHEN TO REACH FOR EACH PART.** *M: keep all the new material available, any of it may become relevant at any time. Written as `captures/INPUTS-GEMINI.md`, ho	5	extracted/archives/method16-rp-b-data/HANDOFF.md; extracted/archives/restore-point-2-13/captures/INPUTS-GEMINI.md	4945af0e-6ff8-45ee-a138-940c87ad90a4	The Method 1.7	2026-08-10	303	and 1620: The claim that it *cannot* be reconstructed was itself withdrawn. 2,370 factorising as 2·3·5·79 shows the cell set is not a sub-box, but says nothing about an implication cut — and Λ₈ is the counterexample in the book's own pages, since 976 is 2⁴·61 with 61 exceeding every rung, and it is cut from a box of 6,912 by implications. So the edge list is a search problem over a space not yet characterised, not a proven impossibility. The search then stopped **2.3 percent short**. Section 21.5.3 says what shape to expect — Λ₈ a tree at eight nodes and seven edges, Λ₁₃ cycle rank two with no triangle — so nine letters give eight edges for a tree, each carrying a threshold pair. Nine thousand random threshold-labelled trees reach **2,424 cells against the printed 2,370**, with NEC at least 2 landing on 1,764 exactly. Hill-climbing from the forty best improves it by nothing. **And th
1631	RELOCATED	WORKING-REGISTER.md	A-production	1630	1632	**THE BATCHED URL WAS TOO LONG TO FETCH — 329 CHARACTERS — AND THE THIRTY NEUTRALS SPLIT INTO TWO OF 225.** *M pasted the neutral batch and it was refused for a third distinct reason: not permission and not a served substitute, but LENGTH. 	0						
1640	RELOCATED	WORKING-REGISTER.md	B-session	1639	1641	**THE RECOVERY ROUTES, ALL FOUR TESTED, THREE CONVICTED (SESSION 1.8 CROSSING).** *After the 1.7 container death, ~35 captures made past `restore-point-2_4y` were unrecoverable as data. Four recovery routes were tested rather than argued.* 	0						
1650	RELOCATED	WORKING-REGISTER.md	A-production	1649	1651	**GEMINI MATERIAL RECEIVED, READ IN FULL, RETAINED.** *Three items from M, Gemini-sourced, held until M confirmed the set complete, then read whole. Retained in gemini/: the two PDFs (Google-Docs renders), their text extractions, and the in	0						
1659	RELOCATED	WORKING-REGISTER.md	B-session	1658	1660	**§H — THE HANDOFF PROTOCOL, ADOPTED, WITH A CERTIFICATE THAT CAN FAIL.** *M: prepare everything for a handoff to The Method 1.7.2, and write a protocol that can be referenced, because this need is becoming more common as the work expands. 	0						
1667	RELOCATED	WORKING-REGISTER.md	B-session	1666	1669	**§H.10 — THE HANDOFF IS BEGUN AT 90%, NOT AT EXHAUSTION.** *M's Prime Handoff Directive: state when the context window reaches 90% and recommend handoff then.* **§H TOLD A SESSION HOW TO HAND OFF AND WHAT MUST TRANSFER; IT NEVER SAID WHEN 	0						
1668	RELOCATED	WORKING-REGISTER.md	A-production	1666	1669	**T3 WITHDRAWN — READING IS ON DEMAND, NOT A QUEUE — BUT THE UNREAD INVENTORY STAYS.** *M: reading will be done as necessary.* **THE THREAD IS REMOVED FROM THE BRIDGE'S §4 AND FROM THE RESUMPTION ORDER. THE INVENTORY OF ~150,000 UNREAD WORD	0						
1670	RELOCATED	WORKING-REGISTER.md	B-session	1669	1671	**§H.11 ADOPTED — AND THE FINDING THAT A PRACTICE SURVIVES A HANDOFF ONLY IF IT IS REGISTERED.** **The output-discipline measures agreed at 1.7.2's close reached NO artefact: the bridge carried the facts of §2 and the threads of §4 but had 	0						
1676	RELOCATED	WORKING-REGISTER.md	B-session	1675	1677	**HANDOFF 1.7.3 WRITTEN — AND THE PRACTICE CLAUSES PUT IN THE BRIDGE'S FIRST LINE, NOT ITS LAST.** *`BRIDGE-1_7_3-to-next.md` built to §H.2's eight sections. DIGEST corrected on the point it got wrong: A CELL'S MEMBERS ARE ITS ROWS, and the	0						
1680	RELOCATED	WORKING-REGISTER.md	A-production	1679	1681	**THE STORE IS INSIDE C3: `roundtrip.py` COVERS SIX ARTEFACTS, AND THE FIRST OF THEM IS NOT MARKDOWN.** *The standing carry-over — roundtrip covers five markdown artefacts and no TSV, which is why the store escaped C3 for as long as it did 	0						
1684	RELOCATED	WORKING-REGISTER.md	A-production	1683	1686	**T10 OPENED — THE UNIQUENESS GUARD OF AUDIT 19 STOPS AT THREE DIGITS, AND TWO ENTRIES ARE DUPLICATED INSIDE THE RANGE IT CANNOT READ.** *Found while rebuilding the register after R 1683, not sought: REGISTER.md holds 1,478 headings and onl	0						
1685	RELOCATED	WORKING-REGISTER.md	B-session	1683	1686	"**THE SESSION OPENED BY ASSERTING A LIVE THREAD THAT DOES NOT EXIST IN THIS PROJECT, BEFORE A SINGLE FILE WAS READ.** *A ""violation index"", `vi_best.json`, a distance of 29 across seventeen rules, and a §8.2 disjunctive head threatening sub"	0						
1688	RELOCATED	WORKING-REGISTER.md	B-session	1687	1689	**COMPENDIUM LINE 767 IS RESOLVED BY §H.4, WHICH ALREADY RULED IT: HISTORY STANDS AND THE BRIDGE SAYS SO.** *The line quotes 101,328 in the present tense. §H.4: where a document states a figure that was true when written and is now supersed	0						
1697	RELOCATED	WORKING-REGISTER.md	B-session	1696	1699	"**THIRD SESSION RUNNING, THE FIRST TURN STATED WORK BEFORE READING `DIGEST.md` — R 1685 BROKEN AGAIN, SELF-REGISTERED.** *The opening turn presented vi_best.json (distance 29), the §8.2 disjunctive-head flag, ""TASKS.md"" and a ""New Law"" as t"	0						
1698	RELOCATED	WORKING-REGISTER.md	A-production	1696	1699	**BASELINE HELD, ONE RECORD INCONSISTENCY FLAGGED, NOT FIXED.** *restore-point-2_12: 679 files + 12 directories = 691 entries (C4 holds); banked DIGEST.md and BOARD.md byte-identical to the uploads; 25/25 · 6/6 at baseline.* **`BOARD.md` (h	0						
1710	RELOCATED	WORKING-REGISTER.md	B-session	1709	1711	**THREE HYGIENE FAULTS OF ONE SESSION, AND THE PROTOCOL THEY EARN.** *(i) Reference constants transcribed into a prediction from a formatted print instead of the receipt — four significant figures against a 1e-9 tolerance; the clause was un	4	drive/The Method Materials/CORPUS/DEFERRED.md; drive/The Method Materials/CORPUS/READ-intake1.md; drive/The Method Materials/Claude Projects/01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json	6d05ce28-ae11-4652-8190-fbb82b2bb598	LCP101	2026-08-23	41	"(iii) misattribution.** The earlier Pulay filing lived in the solution archive's ledger, not this Register — the entry now says so, and its earned protocol names both ledgers. 5. **Vagueness** (""hundred-odd elements"") removed; **duplicate check** passed — no A-figure repeats any paper figure or another, and no figure appears twice anywhere. Chapter 35 and the Mathematical additions passed clean (Math stays text-only, matching its host's style). All six bodies plus figures stand ready for the other project. Building the figures in first, then the audit. Step 1 — verify the numbers my Spectra table asserts, and check the host compendium's time-carrying claim before I repeat mine: The four g labels collide — their values span only 0.012 Ha on a 0.5 Ha axis. Rebuilding as a two-panel figure: zoomed pinning panel over a contrast panel: Figure set complete. Applying all audi"
1725	RELOCATED	WORKING-REGISTER.md	C-internal	1724	1726	**THE RECORD NORMALISED TO ITS OWN SETTLED FORM — 1,517 ENTRIES, ONE HEADLINE AND ONE BODY EACH, AND THE EVOLUTION KEPT BY THIS ENTRY.** *The register's form evolved as the register did: entries 165–223 were plain prose with no headline; 22	0	drive/The Method Materials/CORPUS/READ-ch17a.md; drive/The Method Materials/CORPUS/WORKING-REGISTER.md; drive/The Method Materials/Claude Projects/01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json					
1728	RELOCATED	WORKING-REGISTER.md	C-internal	1727	1729	**THE MAIN VOLUME'S FIGURES, PROPOSITIONS AND SECTION LOCATORS WERE ON THREE OLDER NUMBERINGS AT ONCE, AND EVERY ONE STILL RESOLVED — TO THE WRONG PLACE.** *Thirty-three figure captions carried the chapter number of the scheme they were wri	2	drive/The Method Materials/CORPUS/MAIN_AUDIT.md; drive/The Method Materials/Claude Projects/01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json; drive/The Method Materials/LOWDIN-DELIVERY-1/The_Method_1_6_BUILD150_compendia_papers_audits.md	d8f332aa-7147-4abb-b258-293c93cb0b52	Rebuild 2	2026-08-23	17	", which also names the new protocol: a shift test must test every shift the file has lived through. - **V6/V7** — Chapters 33–35 numbered (33.1–35.6); the forward pointer added to Chapter 34's aside. - **V10, V12, V14, V15, V32, V33, V9.4b** — as approved. For V32 the timestamps gave: 0.445 at register 296, 0.249 after the compression at 363, a press readout since 374; the F.4.2 bracket is recomputed at the current counts and 1 : 1 still lies inside it. - The coordinate file's naming is now register 1727, and the book's register count is 1,521. **Two things the work surfaced** - §34.4 ""The rule"" is a heading with nothing under it before §34.5 — either a paragraph was lost or the heading is spare. Please check. - The withdrawal ratio is defined as Chapter 28 against the other chapters, but the Register is now its own volume; measured on the current file it reads 0.061, which isn't the qu"
1730	RELOCATED	WORKING-REGISTER.md	C-internal	1729	1733	**THE SECTION, THEOREM AND CHAPTER LOCATORS SWEPT BY CONTENT ACROSS SIX VOLUMES AND ONE PAPER — SIXTY-ONE REMAPPED, FOUR THEOREMS RENAMED, TWO LEFT OPEN.** *1728 renumbered the figures and propositions; this entry does the same for every ba	0	drive/The Method Materials/CORPUS/MAIN_AUDIT.md; drive/The Method Materials/Claude Projects/01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json; drive/The Method Materials/LOWDIN-DELIVERY-1/The_Method_1_6_BUILD150_compendia_papers_audits.md					
1731	RELOCATED	WORKING-REGISTER.md	C-internal	1729	1733	"**FOUR STALE PASSAGES CAUGHT UP TO THE CURRENT TEXT, ONE OF THEM BY COMPUTING THE WITNESS IT LACKED — AND 1728'S PROPOSITION LANDED ONE CHAPTER SHORT.** *§11.6 claimed that removing spin multiplicity leaves E(X) = 0 ""a fact §3 verifies nume"	4	drive/The Method Materials/CORPUS/FIGURE_MAP.md; drive/The Method Materials/CORPUS/MAIN_AUDIT.md; drive/The Method Materials/Claude Projects/01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json	04a06ea9-2cb4-4cb1-a309-78d91951af60	Rebuild 3	2026-08-24	5	"instead of pointing at a chapter. Nothing needed from the previous project — though if the original numerical check exists there, it would be worth a pointer in 1731 as the prior witness. **2 — §27.6's four subjects.** Old numbering. §27.1–27.4 make the four things slack unites: the periodic table's defect E = 36 (Ch 6), the void (Ch 10), closure ℛ(X) = X (Ch 14), and the cost V with its floor and pole (Ch 23) — four chapters in three languages (6 and 14 are both order), which is why the sentence goes on to say ""in all three"". Now reads ""Chapters 6, 10, 14 and 23"". **3 — ""Chapter 7's two-column law.""** It is §12.1's table: ascending vs descending quantities, exchanged under ν ↦ ν⁻³, a bipartite sign structure (old Chapter 7 = current 12). The compendium sentence now names it. **Two more caught in the same passages:** - ""§32.5's pole"" (×2) — §32.5 is now ""The book satisfies its own me"
1732	RELOCATED	WORKING-REGISTER.md	C-internal	1729	1733	"**THE REGISTER'S CITATION COUNTS RECOMPUTED FROM THE FILES, THE LOAD-BEARING TABLE REGENERATED, AND THE BOOK'S RATIOS ABOUT ITSELF RE-READ NOW THE REGISTER IS A VOLUME.** *Every ""register NNN"", ""registers a–b"", ""R NNN"" and range across the "	8	drive/The Method Materials/CORPUS/MAIN_AUDIT.md; drive/The Method Materials/CORPUS/build.py; drive/The Method Materials/Claude Projects/01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json	04a06ea9-2cb4-4cb1-a309-78d91951af60	Rebuild 3	2026-08-24	7	"; count 1,525 (165–1732); MAIN_AUDIT V38–V39. **New for the author (V39):** Chapter 28's section headings lost their leading number-word (""From from the earlier work"", ""From more from the structural work"" …). From the item numbering in the bodies: 28.7 = Six, 28.7.1 = Eight, 28.7.2 = Ten, 28.7.3 = Forty-seven, 28.4 = the first forty-eight, 28.9.1 = Two; 28.7.4 unknown. Proposals only — Main-1 would confirm. Also not recomputable because their patterns are unprinted: the Register kinds table and F.1's 995/2,433. **Handoff for chat 4** is HANDOFF-5, first file in bundle 2: bridge, rulings 15–17 added, the carried-open list, Phase 3 segments 3–6 in order, and the Λ caps for any further computed witness. Put the two BUILD-4 files into project knowledge and retire BUILD-3; the next chat starts at Phase 3, segment 3. Segment 2 — fetch/read: the Register's front matter (load-bearing table, ""3"
1735	RELOCATED	WORKING-REGISTER.md	C-internal	1734	1736	**THE MAIN VOLUME'S INDEX REGENERATED FROM THE TEXT — FIFTY-SEVEN TERMS, 311 LOCATIONS, E = 0 — BECAUSE THE ONE IT CARRIED WAS CLOSED ON A NUMBERING THE BOOK NO LONGER HAS.** *The back-matter Index claimed 57 terms, 139 entries, 44 speciali	2	drive/The Method Materials/CORPUS/MAIN_AUDIT.md; drive/The Method Materials/Claude Projects/01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json; drive/The Method Materials/LOWDIN-DELIVERY-1/The_Method_1_6_BUILD150_compendia_papers_audits.md	46d15e47-bc24-45e7-8ed1-e3028bef9638	Rebuild 4	2026-08-24	3	for the Index regeneration, counts, then segment 5 (Bibliography ↔ References). 162 works. Now the scoping statement in main References, plus a conflict check (same author, different year in the two lists). Tool budget for this turn reached. State at this point: **Segments 1, 3, 4, 5 — closed.** Register now 1,529 entries (165–1736); the front-matter and 17 main-volume count sentences track it; `register_cites.py` (cap now dynamic) reprints 588 / 398 / 715 / 1,002; the load-bearing fifteen are unchanged. - **1733** V39 — Chapter 28 number-words restored from the bodies (Six · Six · Eight · **Twelve** · Seventy-five · Forty · Two); the opening's 26 = 6 + 8 + 12 rebuilt; §31.2 → §28.7–28.7.2. - **1734** D.5.10 — Chapter 34's twelve objects entered; 65-state reproduced at E = 0 first; **77 elements, 24 fibres, E = 0** after the corridor's precedent was read as this work's. D's preamble/t
1737	RELOCATED	WORKING-REGISTER.md	C-internal	1736	1738	**THE APPENDICES, INDEX AND REFERENCES BROUGHT DOWN A LEVEL AND THEIR SEVENTY-FIVE SECTION LABELS MADE HEADINGS, SO THAT EVERY §D, §E, §F AND §R LOCATOR IN EIGHT VOLUMES NOW RESOLVES TO A HEADING.** *In the body the six appendices, the Inde	4	drive/The Method Materials/CORPUS/MAIN_AUDIT.md; drive/The Method Materials/CORPUS/WORKING-REGISTER.md; drive/The Method Materials/Claude Projects/01a00c16-a815-7288-b7a8-a8f3d3e57f8f.json	46d15e47-bc24-45e7-8ed1-e3028bef9638	Rebuild 4	2026-08-24	3	", then MANIFEST + BUILD-5 bundles to outputs. **Open for you:** `3B.shape` is a dependency-free root while the 3B family says ""No new root""; D.5.10's twelve fibre/coordinate assignments are my readings to confirm; item D (Löwdin paper refs) still open. Context roughly 65%. V40 closed (15 word-form + 2 numeral = 17 count sentences). Now D.5.10 — reading the Chapter 34 mathematics as the Math Compendium indexes it. Twelve objects. To fibre them I need the existing 65 elements' coordinates — reading D.5.2 / D.5.4 / D.5.6–D.5.8 tables. Noted: D.5.4's ""11.2's proof"" is Theorem 18.2 under the old name (missed by V36's sweep). Reading D.5.6–D.5.8. Model reproduces the printed row at 65 exactly. Now the edits to Appendix D, F.4.2, D.5.4's stale theorem name, and the compendium pointer. All anchors match. Writing for real, with D.5.10 inser"
