id	category	label	quote	conversation	conversation_title	msg	identifiers	why	confidence
PO-0530	FAULT	L2 finite nucleus exceeds the 0.05 mHa floor	**S2 FALSIFIED.** I predicted |dD| < 0.05 mHa. It is 0.275 mHa at Z=89 and **11.6 mHa at Z=120** — 232× the floor. **L2 is not below the working floor and never was.** The project has quoted every margin against 0.05 mHa; that floor covers numerics and does not cover the nucleus.	d71b556a-8d16-478f-b6c4-d34e7bd80d35	LCP61	17	L2; S2; 0.05 mHa; Z=89; Z=120	Every margin in the ledger was quoted against a floor that does not cover the nucleus; above Z=108 the factor drops to 7.3.	HIGH
PO-0531	FAULT	F67.1 s66 minlog trend false on its own rows	From `nodespec.jsonl`: 5d rises 39→49, +0.4649 → +0.7741. 6d rises 39→49, +0.4368 → **+1.2644, the largest value in the set.** §6 read the first and last atoms and skipped the two interior ones. Registered **F67.1** — the s66 bridge is sealed and not edited.	8ac02856-ee3f-431c-8a8f-82db4a5a3959	LCP64	1	F67.1; nodespec.jsonl	A sealed bridge carries a withdrawn reading; the withdrawal and its evidence live only here.	HIGH
PO-0532	FAULT	F67.2 CLASS C at Z=51 5d, first ever measured	**F67.2 FIRST, as the sealed prediction required.** At **Z=51, 5d, the chain drops a channel it could have found.** log(nrm) goes *negative* inside the node-correct window — minlog −0.2904, two sign changes, a root sitting between −0.0598 and −0.0373 Ha. The chain returned the one-node state at −0.0625 instead: the bracket walked down and out. **CLASS C, the first ever measured.**	8ac02856-ee3f-431c-8a8f-82db4a5a3959	LCP64	5	F67.2; CLASS C; Z=51	Proves the sealed `fail` set is not a set of unfindable channels; the energy window is needed to re-solve it.	HIGH
PO-0533	FAULT	F67.4 alpha measured on a 10% filtered sample	**42 α triples survive. 377 are blocked by a failed channel — 351 by failed d channels.** The finding rests on a ten per cent sample, and the missing 90% is not absent data. It is a null the solver produced at places where the field has a value.	8ac02856-ee3f-431c-8a8f-82db4a5a3959	LCP64	7	F67.4; alpha.py	Every alpha-based conclusion inherits a possible bias running along the measured axis; the counts are the caveat.	HIGH
PO-0534	FAULT	F67.5 Standing 6 not run on own proposal	"**F67.5 — mine. Standing 6 not run on my own proposal, one turn after I cited the rule.** The sweep is withdrawn. s65 already established the substance: `pack65/SCORE-A-DERIVED.md` §""THE FOUR BLOCKS THAT WOULD HAVE DISCRIMINATED RETURN NO-DATA"""	8ac02856-ee3f-431c-8a8f-82db4a5a3959	LCP64	9	F67.5; F66.1; pack65/SCORE-A-DERIVED.md	Records a withdrawn sweep and the earlier file that already ruled its remedy.	HIGH
PO-0535	FAULT	F67.6 register re-derived; project knowledge outside the tar	"**F67.6 — I re-derived the register.** Everything in FINDING-DELTA-DELTA-OPENING is already in the project knowledge: - **R 910**: *""The quantum defect is a PHASE SHIFT... πδ is the phase shift relative to the pure hydrogenic solution... the equation determines δ MOD 1.""* — my Step 1."	8ac02856-ee3f-431c-8a8f-82db4a5a3959	LCP64	11	F67.6; R 910; R 911; R 1255	Names the cause — searching the tar only, in the wrong vocabulary — of a repeated whole-session loss.	HIGH
PO-0536	FAULT	F68.1 - registered in prose, no artefact anywhere	Standing 13 to me: check the record before proposing. Doing that now rather than guessing what was run. **Confirmed, and it lands on me. Registering it before anything else.** **F68.1 — MINE.** I proposed running α against the sealed rows as though it were a new test. `pack64/alpha.py ratios` already did exactly that, and LCP64's segment 9 re-ran it and measured its coverage. The output is **F67.4	7b16a639-2b0c-4d15-a938-baddd39885f5	LCP65		F68.1	A numbered fault the corpus registered and in most cases remedied, with no FAULT file, register row or docket entry anywhere in the repository.	HIGH
PO-0537	FAULT	F68.2 - registered in prose, no artefact anywhere	t is the shape of the measurement re-expressed, and it is what Session 69 should put Standing 6 to first. --- **Context ~88%. Handoff now.** Session 69 must carry: **F68.1**, **F68.2**, **F68.3** (all mine), the falsification table for a(√m−√(m−1)), the total retraction above, and **δ_ℓ = δ₀ − k·ℓ(ℓ+1)/2 with k ≈ 0.53** as measured shape, unexplained, flagged for Standing 6. Say the word and I wri	7b16a639-2b0c-4d15-a938-baddd39885f5	LCP65		F68.2	A numbered fault the corpus registered and in most cases remedied, with no FAULT file, register row or docket entry anywhere in the repository.	HIGH
PO-0538	FAULT	F68.3 - registered in prose, no artefact anywhere	, and R 1257's honest status is restated so no session mistakes the position. **§4 is Standing 14, proposed for your ruling** — the check that would have cost one line and caught F68.3 before it was written: *state which premise carries the content; if the result survives substituting any value for that premise, it is an identity and not a result.* With the propagation corollary attached, because	7b16a639-2b0c-4d15-a938-baddd39885f5	LCP65		F68.3	A numbered fault the corpus registered and in most cases remedied, with no FAULT file, register row or docket entry anywhere in the repository.	HIGH
PO-0539	FAULT	F69.2 - registered in prose, no artefact anywhere	ows seeing the result and cannot be scored as a held prediction** — it goes in as a revised test, flagged, per R 1449. Context roughly 55%. Faults registered this session: F69.1, F69.2, F69.3. --- msg 6 [human] --- Is this necessary for the derivation of alpha, or are we getting distracted? --- msg 7 [assistant] --- Distracted. You're right to stop it. **ℓ=3 is f→g. No element has an f/g competiti	f91d8d18-94d0-4a9a-b6a3-ecdba93009b9	LCP66		F69.2	A numbered fault the corpus registered and in most cases remedied, with no FAULT file, register row or docket entry anywhere in the repository.	HIGH
PO-0540	FAULT	F69.3 — s68's flat alpha is a median, not the sample	"My medians at ℓ=0,1,2 are 0.5337 / 0.5354 / 0.5006. s68 reported 0.5276 / 0.5344 / 0.5006. Those are **medians**. The means on the same rows are 0.5822 / 0.5238 / 0.4621 — **monotone falling, not flat**. s68's ""flat to 5% across the whole sample"" is a property of the median, not of the sample; the ℓ=0 cell carries sd 0.113 on 7 rows. Registering as **F69.3**, against s68's §2.2."	f91d8d18-94d0-4a9a-b6a3-ecdba93009b9	LCP66	5	F69.3; s68 §2.2; α/(ℓ+1)	Overturns a headline measurement that later work would otherwise treat as a flat law.	HIGH
PO-0541	FAULT	F69.4 — instrument extended past the problem's domain	**ℓ=3 is f→g. No element has an f/g competition** — g never fills below Z=118, and the tie-break pairs the Challenge actually turns on are s↔p, p↔d, d↔f, i.e. ℓ = 0, 1, 2 only. I extended the instrument to ℓ=3 without first asking whether ℓ=3 exists in the domain. It does not. **F69.4, mine: scope extended past the domain of the problem.**	f91d8d18-94d0-4a9a-b6a3-ecdba93009b9	LCP66	7	F69.4	Both a fault and the standing rule it earned: check the domain before extending an instrument.	HIGH
PO-0542	FAULT	F70.1 - registered in prose, no artefact anywhere	x applied to the search step. I'm not asking you to accept that as a promise. It's a proposal for an instrument, and it's yours to rule on. What I owe you right now, regardless: F70.1 registered against me — Prime Zeno inverted, transcript review skipped before interpretation — and the criteria list re-derived from the transcripts I should have read first. --- msg 8 [human] --- I don't want you re	b50ea4f0-84df-4c28-bb38-1fb7a02bf1f0	LCP67		F70.1	A numbered fault the corpus registered and in most cases remedied, with no FAULT file, register row or docket entry anywhere in the repository.	HIGH
PO-0543	FAULT	F70.2 - registered in prose, no artefact anywhere	ou that LCP61 and LCP66 already answered (criterion 3: the Challenge demands *ab initio*, not a non-relativistic operator; criterion 6: the tie-break closed by D3 §5 + D4 §5). - **F70.2** — Standing 13 not run on my own remedy proposal, in the message diagnosing that exact failure. Nothing computational is touched by either. No test proposed, none needed. What I have that is real: the criteria lis	b50ea4f0-84df-4c28-bb38-1fb7a02bf1f0	LCP67		F70.2	A numbered fault the corpus registered and in most cases remedied, with no FAULT file, register row or docket entry anywhere in the repository.	HIGH
PO-0544	FAULT	F70.3 - registered in prose, no artefact anywhere	5 mHa floor covers numerics, not the nucleus. - **D1 §6.1 and §6.2 discharged** — coverage is 107/107 with nothing screened, and the reverse derivation is the assembly itself. - **F70.3 registered** — the s64 revision draft's R3 is contradicted by its own session's score. R3's first half stands; R1, R2 remain deferred to formalisation per your ruling. One thing surfaced while fixing: `SCORE-EXPOSE	b50ea4f0-84df-4c28-bb38-1fb7a02bf1f0	LCP67		F70.3	A numbered fault the corpus registered and in most cases remedied, with no FAULT file, register row or docket entry anywhere in the repository.	HIGH
PO-0545	FAULT	Packaging fault: fix scripts import unfixed derive_P	as packed, `derive_P2_fix.py`/`derive_P3_fix.py` import `derive_P`, which is the *unfixed* pack‑7 module. Run verbatim, stage 2 regenerates Os at the old floor (E = −0.6, P_ii = 0.1678). Session 8's runtime evidently had `derive_P.py` already carrying the eigen_fix import. Gate passes only with `derive_P.py := derive_P_fix.py`. No number changes; a packaging repair is owed to PACK‑9.	33b8eb6e-c6e8-4da6-b6f9-658fa727394e	LCP7	1	GATE-SESSION-9.md; derive_P_fix.py; PACK-8; PACK-9	Without this note any later reproduction of PACK-8 silently returns the superseded Os value 0.1678 and the gate appears to fail.	HIGH
PO-0546	FAULT	F73.1 — parity is necessary, not sufficient	**F73.1 registered:** s71 scored Cu NONZERO at *shell* resolution. A shell-level flag is an upper bound on where coupling can live, never a demonstration that it does. Standing correction — **parity is necessary, not sufficient**; ci2a output must read PERMITTED, not NONZERO. CI-4 is *not* falsified (its falsifier needs zero at both; Cr is 4.07 mHa).	f6c82a04-35c5-401b-a480-91de409a462c	LCP70	5	F73.1; ci2a; CI-4; s71	Corrects a prior session's scoring and fixes the vocabulary an instrument must emit so the error cannot recur.	HIGH
PO-0547	FAULT	F73.3 — answer key called to construct, not to score	**But s73 called it to construct configuration A.** That is empirical data inside the object rather than outside it. Registered **F73.3**. ... **But they were not derived that way, and until they are, they are not criterion-4 clean.** Rebuilding A from the Madelung side is cheap and is the first item that should run before any s73 result enters a deliverable.	f6c82a04-35c5-401b-a480-91de409a462c	LCP70	19	F73.3; ground.py; ground_occ; ci2b.py; rg.py; Criterion 4	A criterion-4 exposure on the session's own output, with the bounded SCORE-vs-CONSTRUCT audit it requires named.	HIGH
PO-0548	FAULT	F76.1 Lieb-Simon cited for a theory it excludes	"The plan names **Lieb–Simon 1977** as the authority for Step 0(i). That theorem is **general** Hartree–Fock — no constraint but orthonormality. **Φ's §3 ansatz is not GHF**; it fixes one radial function per (n,ℓ) with spherical harmonics and factorised spin, which is *restricted* HF. The literature states the gap explicitly: Lieb–Simon's restricted extension ""does not cover the restrictions discussed in this paper."""	cfdc9eb0-8e59-42d3-96fe-5fb14ffd47b5	LCP73	1	F76.1; Step 0(i)	Without this the proof plan keeps an authority whose hypotheses do not cover the object, and the fault species (audit by name) loses its citation instance.	HIGH
PO-0549	FAULT	Z=89 never re-seeded where criterion is tightest	Three Z values, nine records. **Z=89 was never re-seeded.** The single measurement that would decide this has not been run. If the entrant flips at any seed at Z=89, the selection rule is load-bearing on the result and **Deliverable 1 inherits a dependency it does not currently declare.**	cfdc9eb0-8e59-42d3-96fe-5fb14ffd47b5	LCP73	5	Z=89; Deliverable 1	An undeclared dependency of Deliverable 1 hinges on one unrun measurement; if unrecorded the gap silently closes.	HIGH
PO-0550	FAULT	F80.1: undeclared scan orientation chose the wrong of two zeros	s79 left `sign_changes = 2` undiagnosed: two energies carry the target node count. `refine79` took the more-bound one; my first draft took the less-bound one. Neither declared an orientation — the choice was made by `geomspace` argument order. ... pack79's three f eigenvalues are withdrawn as descriptions of the SCF states.	301712e5-fd30-40b3-a5be-f1f794a79646	LCP77	3	F80.1; refine79; fixed79.py; pack79	Withdraws three sealed eigenvalues and names a fault fixed79.py still carries into any Z=90 run.	HIGH
PO-0551	FAULT	F80.2: sealed reference not stationary; run2 stops on eigenvalue drift	With *zero* perturbation, restarting the SCF from its own converged solution lowers the energy by **0.021054 mHa** in 4 iterations. ... the sealed reference is not stationary: `run2` stops on eigenvalue drift (`dmax < 2e-6`), not on the energy — and Step 0(ii) defines the field on the **energy**. ... The sealed reference sits **0.034493 mHa above its own basin floor.**	301712e5-fd30-40b3-a5be-f1f794a79646	LCP77	5	F80.2; Step 0(ii); run2	Every sealed energy sits above its own basin floor, which sets the resolution floor for every later basin or perturbation test.	HIGH
PO-0552	FAULT	F81.1 restart ladder is a resolution, not a descent	"**F81.1 · the restart ladder is not a descent.** At 7p it *rises* by 0.022195 mHa. F80.2's number survives and its mechanism survives; its words do not — ""basin floor"" is the wrong name, and the direction was assumed from one configuration. Four measurements now: three down, one up. Sixth appearance of the species: a quantity carried under a name that says more than the measurement did."	a52b9029-5d9c-428e-b191-c38b1a33f272	LCP78	7	F81.1; F80.2	Any instrument assuming a negative ladder drop is wrong; the fault also names a recurring fault species that a future worker must screen for.	HIGH
PO-0553	FAULT	F81.2 measured tolerance a thousand times too small	**F81.2 · the measured tolerance was a thousand times too small** — the units, one file after the session that recorded that lesson as standing. It would have reinstated F80.3 inside its own repair. Caught by a can-fail that passed *by luck*, which is not a pass.	a52b9029-5d9c-428e-b191-c38b1a33f272	LCP78	7	F81.2; F80.3	A unit fault that a gate passed by luck is exactly the kind a future session repeats unless it is on the fault-species list.	HIGH
PO-0554	FAULT	F81.3 lever read off the wrong object	**F81.3 · the lever was read off the wrong object.** J3 halted the grid at rc=4 with `LEVER DEAD`. The lever was live; the instrument's ability to *see* it was not. That column is precisely what the F54.2 law exists to make trustworthy.	a52b9029-5d9c-428e-b191-c38b1a33f272	LCP78	7	F81.3; J3; F54.2	A LEVER DEAD reading in any archived log may be an instrument artefact rather than physics, and only this note says so.	HIGH
PO-0555	FAULT	F81.4 patch consumed the can-fail function header	**F81.4 registered:** my `str_replace` patch consumed the `def canfail():` header, so `widen()` swallowed the can-fail body. Benign — the gate ran *more* often and passed every time, and all four refusals reproduce after the repair — but a function whose name describes half its behaviour is the same species as every other fault in this run. Seventh appearance in four sessions.	a52b9029-5d9c-428e-b191-c38b1a33f272	LCP78	9	F81.4	Records both a concrete instrument defect and the seventh instance of the recurring fault species across four sessions.	HIGH
PO-0556	FAULT	F82.1 - registered in prose, no artefact anywhere	of the fault I was measuring. **X6 was filed as the clause I expected to lose and it held — third session running that the least-trusted clause survives.** ## FAULT REGISTERED — F82.1, AGAINST MY OWN INSTRUMENT Three drafts. Gates caught the first two. **No gate caught the third.** `RESEED` read `\.P0\s*=` and could not see a tuple-target re-seed, so **perturb80 was scored as carrying no ladder**	ba87c2ed-7be0-4f5e-aefb-1c7ef7f64cfb	LCP79		F82.1	A numbered fault the corpus registered and in most cases remedied, with no FAULT file, register row or docket entry anywhere in the repository.	HIGH
PO-0557	FAULT	F84.3: exchange localisation diverges at every node of P	"**F84.3 is the one to carry forward:** the X/P exchange localisation diverges at every node of P, and split a 4s radicand into four false ""regions"" — which **F84.2's new multi-region machinery would have read as the collapse physics it exists to find.** A repair feeding the fault it repairs. Ruled to the direct core field, where 1 ≤ q ≤ Z holds by Gauss's law."	eacbfe39-f620-4a65-b07a-3ad6c9bf90fe	LCP81	3	F84.3; F84.2	A repair that feeds the fault it repairs; without the record the multi-region machinery reads node artefacts as collapse.	HIGH
PO-0558	FAULT	F102.1 - registered in prose, no artefact anywhere	e to 1%. Finding: the s-channel valence defect is **overlap-Pulay rotation dominated** (rot/R2p = +7.09 at 5s, +4.14 at 6s), exactly where R3 failed worst. Four faults registered (F102.1–.4), two caught in-run by own diagnostics. - **Item 2:** F102.5 (latent, S101) — the 90/91 sealed comparison column was the **integrated** Gauss defect, not the pointwise object R1 measures. Fresh pointwise measur	9b514492-bbb4-4ab3-a2ec-4152d02a3828	LCP99		F102.1	A numbered fault the corpus registered and in most cases remedied, with no FAULT file, register row or docket entry anywhere in the repository.	HIGH
PO-0559	FAULT	F102.5 - registered in prose, no artefact anywhere	y rotation dominated** (rot/R2p = +7.09 at 5s, +4.14 at 6s), exactly where R3 failed worst. Four faults registered (F102.1–.4), two caught in-run by own diagnostics. - **Item 2:** F102.5 (latent, S101) — the 90/91 sealed comparison column was the **integrated** Gauss defect, not the pointwise object R1 measures. Fresh pointwise measurements: positive at all three rows; the sign flip lives in the i	9b514492-bbb4-4ab3-a2ec-4152d02a3828	LCP99		F102.5	A numbered fault the corpus registered and in most cases remedied, with no FAULT file, register row or docket entry anywhere in the repository.	HIGH
PO-0560	FAULT	BOARD.md stale at R 1698 against closures in 1689-1691	One flag worth passing along: `BOARD.md` was already known stale at R 1698 — it lists T2, T7, T10 as OPEN against R 1689–1691 closing them in the bridge and digest. If the other project is editing against the board, it's editing against a superseded record.	75bae9bb-11d3-4772-a3a6-75d8d2110d39	Method Löwdin project data and code transfer	15	BOARD.md; R 1698; T2; T7; T10	Work planned off BOARD.md re-opens rows the register already closed.	HIGH
PO-0561	FAULT	The eight .pdf files are not PDFs; Register copies differ	"*The eight "".pdf"" files are not PDFs.* Six are zip archives of JPEG page scans; two (main volume and Register) are plain text with CRLF endings. The Register text copy is 12,032 lines against the .md's 6,039, so they may not be the same revision. Nothing should be built from these until one authoritative source per volume is fixed."	925e405f-82b2-41fb-8e9a-64017d9293cd	Rebuild 1	1		Warns that files named .pdf in the corpus are containers or text, and that one Register copy may be a different revision entirely.	HIGH
PO-0562	FAULT	Eight object sources cite sections two chapters early; Part IV insertion fingerprint	**The important finding is M3.** Eight object sources cited main-volume sections that don't exist — and every one resolves exactly two chapters later. That's the fingerprint of Part IV (Chapters 20–21, the languages) having been inserted after those objects were written. `M §26.9` was never wrong; the register-as-index section simply became §28.9.	925e405f-82b2-41fb-8e9a-64017d9293cd	Rebuild 1	23	M3; §26.9; §28.9	Names a systematic, corpus-wide citation offset with its cause, and the test that finds the rest of it.	HIGH
PO-0563	FAULT	Spectra 'cannot drift' paragraph stale: 133 rows claimed against 477 printed	"the paragraph after the channel table says ""generated by `spectra.py`, so it cannot drift — 133 rows, 23 elements,"" while the printed table holds 477 rows across 28 elements. ... The paragraph now reads from the table: 596 rows (477 full series + 119 two-member), 28 elements, 70 species, 3,342 levels, 2,269 interior cells, bracket 844/844 on the 107 tested rows with 489 untested."	925e405f-82b2-41fb-8e9a-64017d9293cd	Rebuild 1	27	S3; S4; spectra.py; Appendix B.2	Both the fault and the restated true figures, plus the note that Appendix B.2 carries the identical stale sentence in three places.	HIGH
PO-0564	FAULT	No source scripts survive for the book's archived plots	It holds fig00–fig27 as images only — every archived plot in the book matches one byte for byte, but no script draws them. So the fallback applied: fourteen stale title lines cropped (originals in `figures-pre-crop/` in the zip), and four plots are owed a re-render from the book's data — 16.1 (4/4 → 56/56), 24.1 (He II series), 12.3 and 25.2 (locators in subtitle/bar labels). Register 1747.	853788dd-c3a5-47e3-bc8d-435f0dabf8ac	Rebuild 7	3	restore-point-2_13.tar.gz; register 1747; 16.1; 24.1; 12.3; 25.2	It records that the figures are unregenerable from source and names exactly which four must be redrawn from the text's data.	HIGH
PO-0565	FAULT	Six silent headings and an empty TOC field in every press	"six headings were silent — no blank line before them, so pandoc set them as running text — PART II, §8.1, **Chapter 15**, §28.7.3, §28.7.8, §31.2.1. Fixed in source; no other volume has it. And pandoc's TOC field is never populated by the headless converter, so every pressed PDF to date had ""Table of Contents"" over nothing."	0c039705-28b6-450b-b7f6-646e1da3ce25	Rebuild 8	9	register 1757; Chapter 15; §28.7.3; §31.2.1	Names the exact headings lost and the pandoc/LibreOffice mechanism, neither recoverable from the source files.	HIGH
PO-0566	FAULT	207 two-space tables printed as prose in every press	**1759 — the biggest catch of the session:** 207 two-space aligned tables in the main volume (the book's dominant table form — the principles table, §24.2, B.3, the F.3 fibres…) had printed as run-on prose in *every press to date*. Found by reading the pressed object at page 153. `displays()` extended; main re-pressed at 289 pp	0c039705-28b6-450b-b7f6-646e1da3ce25	Rebuild 8	28	register 1759; displays(); build.py	A silent output defect present in every prior build, and the reason reading the pressed object is mandatory.	HIGH
PO-0567	FAULT	Francium d channel in the store, absent from the index	**R 1741** — francium's d channel is in the store (δ 3.42371, 50 members) and **not in the index**. Verified in the tree: measured rows exist at ℓ=0 and ℓ=1 only. Second instance of the R 1258 rubidium pattern, which makes it a pattern. The promotion step between store and index is ungenerated and ungated	c25abe93-eb2e-4554-a979-7fc424f164a0	Register 1.1	11	R 1741; R 1258; δ 3.42371	Names an ungated store-to-index promotion step that has already caused a bridge to report a held measurement as unavailable.	HIGH
PO-0568	FAULT	Three artefacts state register ranges they no longer hold	the three displaced artefacts is **R 1738**, and measured there: the Löwdin bridge correct, `PRESS-CERTIFICATE-1_8_4.md` **+2** throughout, `FEASIBILITY-FINDING.md` §10 **+12**, titles matching one-for-one under each offset	c25abe93-eb2e-4554-a979-7fc424f164a0	Register 1.1	19	R 1738; BRIDGE-LOWDIN-SESSION.md; PRESS-CERTIFICATE-1_8_4.md; FEASIBILITY-FINDING.md	A session opening either artefact takes a wrong register number off an authoritative-looking document.	HIGH
PO-0569	FAULT	219 minimum covers against P4's 24,585 minimum seeds	§14.5.9-era record: **219** minimum covers, each containing s→s, s→p, p→s, p→p, NULL, FULL. P4 states **24,585** minimum seeds. Either different enumerations or a recomputation superseding — not resolvable from here, since EXPANSION-MC54.md is not in this project's knowledge. Needs one line stating which.	673194db-2dc6-4a59-973d-996aab0d5a1e	Seed law review	3	§14.5.9; P4; EXPANSION-MC54.md; 219; 24,585	Two published counts of the same-sounding object stand unreconciled and neither side records the conflict.	MEDIUM
PO-0570	FAULT	Project PDFs are text extractions and raster zips, not PDFs	Not one of the six has a PDF header. `pdftotext` fails on all six — *Couldn't find trailer dictionary*. ... the prime audits would have read a text extraction as the PDF and FIDELITY/PROJECTION would have compared source against a derivative of the artefact ... **The guard is the same guard: check what arrived, not what it is called.**	5718e690-3e7a-4586-a437-d0a6a1bdfbf7	The Books	5	R 1702; R 1672	Names an ingestion-layer substitution that would have made FIDELITY/PROJECTION compare a derivative against itself, and the guard against it.	HIGH
PO-0571	FAULT	press_compendia quote branch never received R 632's join fix	Line 221 of `press_compendia.py` joins consecutive body lines precisely so bold spanning a markdown wrap survives — but line 211 handles a blockquote by rendering **one line at a time**, with no join. ... The 2019-era fix was applied to `body` and never to `quote` — a fix that left the mechanism unchanged for a neighbouring branch, which is **R 259's instance-fix pattern exactly**.	5718e690-3e7a-4586-a437-d0a6a1bdfbf7	The Books	15	R 1703; R 632; R 259; press_compendia.py	Localises a live press fault to a line number and classifies it as an instance-fix recurrence rather than a new bug.	HIGH
PO-0572	FAULT	§26 tripwire empty min(); book cannot recompute its register range	**§28 no longer prints a numbered entry list at all.** It is prose now ... spelled, not enumerated. That is **R 633's cut arriving downstream**: the entries moved to the Register Compendium, §28 kept the argument, and a tripwire written to read a list quietly lost its list. ... **the book can no longer recompute its own register range at build.**	5718e690-3e7a-4586-a437-d0a6a1bdfbf7	The Books	19	R 1704; R 633; §26; §28; P8	Names an unguarded quantity and the instrument that would restore the guard; otherwise the empty min() reads as a mere crash.	HIGH
PO-0573	FAULT	artefact_audit.py hardcodes five documents, omits Physics Compendium	"`artefact_audit.py` carries a hard-coded list of **five** documents at lines 17–21. **The Physics Compendium is not in it.** R 995 records exactly this ... *""a compendium can be built, pressed, sealed and shipped without any audit noticing it exists.""* It was fixed in the reader audit and **the same omission is still sitting in the artefact audit.**"	5718e690-3e7a-4586-a437-d0a6a1bdfbf7	The Books	25	R 995; artefact_audit.py; register 901	Records that a documented fault class survived its own fix in a second instrument, unnoticed since register 901.	HIGH
PO-0574	FAULT	Caps tuple stale and eighth condition k >= 1 never stated	"§2.1 now states the eighth condition — **k ≥ 1**, a definitional restriction rather than a bound, because with k = 0 the tree collapses and twenty-five non-transitions survive that §8.2's own words exclude. The book said *""seven constraints and nothing else""* and needed eight things. **A reader rebuilding from §2.1 and §3.3 as printed obtained a different object**"	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	189	entry 301; entry 302; entry 303; §2.1; §3.3; (3,3,2,3); (3,3,1,3)	Anyone rebuilding Lambda from the printed construction gets the wrong object unless the corrected caps (3,3,1,3) and the eighth condition k >= 1 are recorded.	HIGH
PO-0575	FAULT	"Audit 3 regex lacked ""three"", silently passing since register 300"	"**Audit 3 CONSISTENCY had been comparing against the wrong number since the register crossed three hundred.** Its pattern read `(?:one|two) hundred and…` — **no ""three""** — so once the count passed 299 it could no longer match the current total and silently took whichever earlier phrase it found first as its reference."	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	289	audit 3 CONSISTENCY; register 337	A named instrument reported PASS over a false count for dozens of entries; the window of untrustworthy PASSes is only reconstructable from this statement.	HIGH
PO-0576	FAULT	Two instruments sharing a wrong literal agree with each other	Audit 20 PROJECTION was updated to the same letter list, so it agreed with the press about what counts as a section. Audit 6 COHERENCE compares source headings to source headings. **Two instruments sharing a wrong assumption agree — and agreement is what both report.** That's a new failure mode: not a literal in one check, but a literal duplicated across a check and the thing it checks.	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	297	audit 20 PROJECTION; audit 6 COHERENCE; register 340; [A-G0]	Names a failure mode distinct from the single-literal one and explains why twenty green audits did not catch Part I vanishing from the contents.	HIGH
PO-0577	FAULT	Source corrupted forty-four-fold while all twenty audits passed	**And the source was corrupted to 25.8 million characters — forty-four times its size — while everything passed.** A 1,819-character block in Appendix F stood **repeated 13,866 times**. The press rendered it. The twenty audits reported clean. I copied it to the outputs and presented it to you. … **No audit measured the size of the artefact it audits.** Audit 17 MEASURE now does	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	356	audit 17 MEASURE; register 369; Appendix F; C1.bak	The worst defect of the session and the origin of audit 17's size bounds (PDF 1-8 MB, source 300 KB-1.2 MB); nothing else records that twenty green audits certified a 44x corrupted file.	HIGH
PO-0578	FAULT	§30.6 Condition 1 tests reference integrity, not E(book)	The condition is titled **E(book) > 0** and its test reads: *extract every chapter heading, every cross-reference ...* **That is reference integrity, not closure defect.** ... So the book's central falsification condition has been running under a name belonging to a quantity it does not evaluate. ... **Fifty-eight of 138 cells violate it** — 42% — and they are ordinary forward references	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	57	§30.6; §30.1; O24; O25; §4.6	Two defects in the book's own falsification apparatus, one of which forces a choice between dropping the constraint or admitting 58 violations.	HIGH
PO-0579	FAULT	He I has no observed level values; §22.9's defence is unsound	**He I: every level in the table is bracketed. Not one plain value, not one parenthesised value.** ... **Both halves of that sentence are wrong in the same way.** ... **He I contributes 189 cells, the largest single block of 1,442. By the book's own criterion, none of them is an independent test.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	105	§22.9; §22.3; Q item P; He I; NIST ASD v5.12	Overturns the book's defence of its largest empirical block, from the source database rather than from inference.	HIGH
PO-0580	FAULT	Protocol 2.24 duplicates protocol 2.8	**§2.24 is not a new protocol. §2.8 already said it, and I violated §2.8 for twelve cycles and then wrote a duplicate.** > **§2.8** — *For every quantity that matters, build a second derivation that does not pass through the first.* > **§2.24** — *Where a quantity is reached by a heuristic, run at least two of different kind.* ... **§2.24 does add one thing §2.8 lacks: report the SPREAD**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	254	§2.8; §2.24; register 514	It records that the protocol was not missing but unapplied, and names exactly what §2.24 adds so it is kept as a specialisation rather than a separate rule.	HIGH
PO-0581	FAULT	Appendix B totals count twenty untabulated channels	**Stated: 153 channels, 1,105 cells, bracket 1105/1105.** **Tabulated: 133 rows, 869 interior cells, bracket 869/869.** **The bracket is internally consistent either way**, so it isn't a broken calculation — **it's a total counting rows that are absent.** ... **no audit caught it because audit 22 checks prose counts against *lists it can find*, and these have no list.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	595	Appendix B; 153; 133; 1,105; 869; audit 22	A live discrepancy in the printed book plus the reason twenty-two audits could not see it.	HIGH
PO-0582	FAULT	Contents lost a tier and had no page numbers	**The contents lists all 213 second-level headings and none of the 202 third-level ones.** ... **every section written in the last several sessions is invisible to a reader using the contents.** ... **`if _t.split()[0].count('.')<2` excludes every heading with two dots.** ... **audit 6 ... never checks that every heading appears in the contents**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	640	audit 6; 202; pagemap.py; PAGEMAP.tsv	Names the exact line that cut the tier, the missing audit direction, and the two-pass build a page number requires.	HIGH
